record_id,company_name,nse_code,sector,county,vehicle_id,vehicle_class,fuel_type,transaction_date,month,quarter,fuel_station_brand,fuel_station_area,fuel_litres,fuel_price_ksh_per_l,fuel_cost_ksh,gps_km_driven,defra_ef_kgco2e_per_l,kenya_road_adj,emission_kgco2e,emission_tco2e,scope,data_source,extraction_confidence,anomaly_flag,anomaly_type,fy_year
FC-001403,Stanley Inc,LND,Insurance,Nakuru,LND-BUS-002,diesel_bus,diesel,2024-05-16,5,2,Rubis Energy,Gigiri,73.24,198.69,14551.87,343.2,2.64,1.18,193.354,0.193354,Scope 1,Fuel card statement,0.9375,0,clean,2024
FC-000323,Bibi-Goddard,OVQ,Banking & Finance,Thika,OVQ-CAR-003,petrol_saloon,petrol,2024-08-16,8,3,Galana Oil,Westlands,14.98,207.58,3109.54,158.7,2.311,1.18,34.619,0.034619,Scope 1,Fuel card statement,0.9506,0,clean,2024
FC-002298,Hicks Harvey and Lowe,YFS,Insurance,Nakuru,YFS-VAN-018,diesel_van,diesel,2024-09-03,9,3,Rubis Energy,Gigiri,33.99,196.48,6678.35,281.5,2.64,1.18,89.734,0.089734,Scope 1,Fuel card statement,0.9755,0,clean,2024
FC-001125,Dobson Ltd,PDT,Construction,Meru,PDT-CAR-001,petrol_saloon,petrol,2024-08-15,8,3,Oryx Energies,Upperhill,15.16,211.12,3200.62,157.1,2.311,1.18,35.035,0.035035,Scope 1,Fuel card statement,0.9889,0,clean,2024
FC-000602,Lynch-Patel,VUF,Insurance,Nairobi,VUF-CAR-015,petrol_saloon,petrol,2024-03-24,3,1,Galana Oil,Upper Hill,11.59,215.62,2498.99,122.4,2.311,1.18,26.784,0.026784,Scope 1,Fuel card statement,0.9358,0,clean,2024
FC-000742,Hughes-Baker,GGO,Telecommunications,Eldoret,GGO-SUV-007,petrol_suv,petrol,2024-03-11,3,1,Oryx Energies,Upperhill,32.2,214.79,6916.31,216.1,2.311,1.18,74.414,0.074414,Scope 1,Fuel card statement,0.9613,0,clean,2024
FC-001128,Coates Chadwick and Williams,XPM,Construction,Mombasa,XPM-SUV-013,petrol_suv,petrol,2024-03-04,3,1,Galana Oil,Thika Road,27.45,209.99,5764.23,183.0,2.311,1.18,63.437,0.063437,Scope 1,Fuel card statement,0.9856,0,clean,2024
FC-001103,Dobson Ltd,PDT,Construction,Meru,PDT-SUV-018,petrol_suv,petrol,2024-04-26,4,2,Gulf Energy,Gigiri,22.21,212.09,4710.53,147.3,2.311,1.18,51.327,0.051327,Scope 1,Fuel card statement,0.9488,0,clean,2024
FC-001492,Lawrence-Bibi,BQF,Energy & Petroleum,Nairobi,BQF-SUV-016,petrol_suv,petrol,2024-06-01,6,2,Galana Oil,Upper Hill,19.73,212.04,4183.49,131.8,2.311,1.18,45.596,0.045596,Scope 1,Fuel card statement,0.9764,0,clean,2024
FC-000045,Brown Jones and Hughes,AHF,Banking & Finance,Mombasa,AHF-4WD-008,petrol_4wd,petrol,2024-02-25,2,1,Total Kenya,Runda,24.32,217.02,5278.04,144.8,2.64,1.18,64.205,0.064205,Scope 1,Fuel card statement,0.9551,0,clean,2024
FC-001557,Harvey Ltd,BGR,Insurance,Nakuru,BGR-TRK-001,diesel_truck,diesel,2024-12-19,12,4,Gulf Energy,Karen,134.3,197.9,26577.8,395.1,2.64,1.18,354.552,0.354552,Scope 1,Fuel card statement,0.9538,0,clean,2024
FC-002046,Cunningham and Sons,EHZ,Retail & FMCG,Kisii,EHZ-CAR-001,petrol_saloon,petrol,2024-04-29,4,2,Oryx Energies,Gigiri,39.24,214.62,8421.57,399.0,2.311,1.18,90.684,0.090684,Scope 1,Fuel card statement,0.9473,0,clean,2024
FC-000053,Martin Allen and Brown,CKA,Construction,Nakuru,CKA-SUV-007,petrol_suv,petrol,2024-09-26,9,3,Total Kenya,Karen,30.44,204.94,6238.51,202.9,2.311,1.18,70.347,0.070347,Scope 1,Fuel card statement,0.9276,0,clean,2024
FC-002093,Richardson LLC,BIB,Construction,Nyeri,BIB-SUV-003,petrol_suv,petrol,2024-06-14,6,2,Oryx Energies,Upperhill,32.05,211.85,6789.75,221.6,2.311,1.18,74.068,0.074068,Scope 1,Fuel card statement,0.9864,0,clean,2024
FC-002872,Thompson Ltd,CYR,Energy & Petroleum,Kisumu,CYR-4WD-008,petrol_4wd,petrol,2024-07-07,7,3,Gulf Energy,Industrial Area,19.67,216.32,4255.04,118.8,2.64,1.18,51.929,0.051929,Scope 1,Fuel card statement,0.941,0,clean,2024
FC-000437,Rose-Newton,WWJ,Banking & Finance,Nyeri,WWJ-CAR-009,petrol_saloon,petrol,2024-03-07,3,1,Gulf Energy,Upper Hill,19.83,208.67,4137.97,204.8,2.311,1.18,45.827,0.045827,Scope 1,Fuel card statement,0.9879,0,clean,2024
FC-002032,Cunningham and Sons,EHZ,Retail & FMCG,Kisii,EHZ-CAR-001,petrol_saloon,petrol,2024-03-25,3,1,Gulf Energy,Karen,23.6,209.75,4950.08,244.0,2.311,1.18,54.54,0.05454,Scope 1,Fuel card statement,0.9629,0,clean,2024
FC-002678,White-Kerr,PSF,Agriculture,Eldoret,PSF-CAR-011,petrol_saloon,petrol,2024-05-13,5,2,Vivo Energy (Shell),Kilimani,37.49,209.69,7861.21,396.3,2.311,1.18,86.639,0.086639,Scope 1,Fuel card statement,0.9831,0,clean,2024
FC-002554,Clark-Webster,PZR,Agriculture,Nairobi,PZR-CAR-016,petrol_saloon,petrol,2024-08-04,8,3,Total Kenya,Westlands,11.18,209.84,2346.06,115.1,2.311,1.18,25.837,0.025837,Scope 1,Fuel card statement,0.9238,0,clean,2024
FC-000204,Patel LLC,SIE,Telecommunications,Thika,SIE-SUV-006,petrol_suv,petrol,2024-08-02,8,3,Rubis Energy,Westlands,11.81,211.72,2500.41,81.0,2.311,1.18,27.293,0.027293,Scope 1,Fuel card statement,0.9268,0,clean,2024
FC-002207,Williams Gibson and Ford,DXG,Real Estate,Kisii,DXG-CAR-003,petrol_saloon,petrol,2024-05-02,5,2,Oryx Energies,Upper Hill,20.54,210.75,4328.88,210.0,2.311,1.18,47.468,0.047468,Scope 1,Fuel card statement,0.9721,0,clean,2024
FC-002273,Norris-Morris,QKP,Energy & Petroleum,Meru,QKP-4WD-003,petrol_4wd,petrol,2024-10-13,10,4,Vivo Energy (Shell),Thika Road,54.8,216.24,11850.16,322.4,2.64,1.18,144.672,0.144672,Scope 1,Fuel card statement,0.9421,0,clean,2024
FC-001345,Holmes Group,ENP,Construction,Nakuru,ENP-MTR-002,petrol_bike,petrol,2024-12-03,12,4,Gulf Energy,Kilimani,7.38,210.88,1556.31,153.0,2.296,1.18,16.944,0.016944,Scope 1,Fuel card statement,0.9358,0,clean,2024
FC-001584,Barrett Kent and Lee,DYO,Construction,Nyeri,DYO-CAR-014,petrol_saloon,petrol,2024-03-25,3,1,Galana Oil,Upperhill,29.57,215.51,6372.55,313.2,2.311,1.18,68.336,0.068336,Scope 1,Fuel card statement,0.9707,0,clean,2024
FC-002574,Jones Group,HRY,Construction,Kisumu,HRY-SUV-010,petrol_suv,petrol,2024-12-28,12,4,Total Kenya,Gigiri,9.16,205.72,1884.4,64.0,2.311,1.18,21.169,0.021169,Scope 1,Fuel card statement,0.9566,0,clean,2024
FC-001962,Adams Shepherd and Wilson,EAK,Energy & Petroleum,Nyeri,EAK-CAR-021,petrol_saloon,petrol,2024-02-23,2,1,Rubis Energy,CBD,24.5,217.08,5318.56,248.8,2.311,1.18,56.62,0.05662,Scope 1,Fuel card statement,0.9474,0,clean,2024
FC-000271,Clarke-Smith,USN,Agriculture,Machakos,USN-SUV-018,petrol_suv,petrol,2024-09-03,9,3,Gulf Energy,Industrial Area,7.78,207.41,1613.62,54.4,2.311,1.18,17.98,0.01798,Scope 1,Fuel card statement,0.9826,0,clean,2024
FC-000299,Clarke-Smith,USN,Agriculture,Machakos,USN-CAR-003,petrol_saloon,petrol,2024-02-06,2,1,Gulf Energy,Runda,24.53,209.4,5136.67,254.7,2.311,1.18,56.689,0.056689,Scope 1,Fuel card statement,0.9492,0,clean,2024
FC-002424,Coates-Andrews,AQO,Banking & Finance,Mombasa,AQO-VAN-014,diesel_van,diesel,2024-07-22,7,3,Vivo Energy (Shell),Kilimani,40.42,199.91,8080.53,321.9,2.64,1.18,106.709,0.106709,Scope 1,Fuel card statement,0.9472,0,clean,2024
FC-001526,Lawrence-Bibi,BQF,Energy & Petroleum,Nairobi,BQF-TRK-003,diesel_truck,diesel,2024-07-01,7,3,Rubis Energy,CBD,17.77,198.62,3529.55,53.3,2.64,1.18,46.913,0.046913,Scope 1,Fuel card statement,0.9761,0,clean,2024
FC-001638,Alexander Jenkins and Roberts,UUE,Manufacturing,Mombasa,UUE-SUV-016,petrol_suv,petrol,2024-03-25,3,1,Oryx Energies,Thika Road,33.64,205.15,6901.41,233.3,2.311,1.18,77.742,0.077742,Scope 1,Fuel card statement,0.9357,0,clean,2024
FC-002438,Farrell Smith and Foster,NND,Banking & Finance,Thika,NND-SUV-027,petrol_suv,petrol,2024-05-31,5,2,Gulf Energy,Runda,49.16,214.39,10539.47,336.3,2.311,1.18,113.609,0.113609,Scope 1,Fuel card statement,0.958,0,clean,2024
FC-001098,Dobson Ltd,PDT,Construction,Meru,PDT-CAR-005,petrol_saloon,petrol,2024-08-27,8,3,Gulf Energy,Upper Hill,11.22,207.73,2330.74,114.3,2.311,1.18,25.929,0.025929,Scope 1,Fuel card statement,0.9886,0,clean,2024
FC-001245,Evans PLC,WYC,Manufacturing,Nyeri,WYC-MTR-009,petrol_bike,petrol,2024-10-13,10,4,Rubis Energy,Runda,12.89,207.59,2675.85,271.1,2.296,1.18,29.595,0.029595,Scope 1,Fuel card statement,0.9508,0,clean,2024
FC-001126,Coates Chadwick and Williams,XPM,Construction,Mombasa,XPM-CAR-008,petrol_saloon,petrol,2024-03-22,3,1,Gulf Energy,Kilimani,19.95,209.15,4172.55,210.6,2.311,1.18,46.104,0.046104,Scope 1,Fuel card statement,0.9702,0,clean,2024
FC-001256,Evans PLC,WYC,Manufacturing,Nyeri,WYC-CAR-002,petrol_saloon,petrol,2024-10-18,10,4,Rubis Energy,CBD,21.34,207.38,4425.42,225.5,2.311,1.18,49.317,0.049317,Scope 1,Fuel card statement,0.9687,0,clean,2024
FC-000252,Carr-Matthews,CCW,Banking & Finance,Kisii,CCW-VAN-020,diesel_van,diesel,2024-08-26,8,3,Total Kenya,Upper Hill,38.14,197.67,7539.19,299.3,2.64,1.18,100.69,0.10069,Scope 1,Fuel card statement,0.9523,0,clean,2024
FC-000140,Hussain Wilson and Brown,FPV,Real Estate,Nairobi,FPV-4WD-015,petrol_4wd,petrol,2024-06-18,6,2,Total Kenya,Gigiri,39.61,216.43,8572.71,235.5,2.64,1.18,104.57,0.10457,Scope 1,Fuel card statement,0.9776,0,clean,2024
FC-000197,Patel LLC,SIE,Telecommunications,Thika,SIE-SUV-014,petrol_suv,petrol,2024-05-29,5,2,Total Kenya,Westlands,24.86,206.38,5130.58,169.6,2.311,1.18,57.451,0.057451,Scope 1,Fuel card statement,0.9314,0,clean,2024
FC-002310,Hicks Harvey and Lowe,YFS,Insurance,Nakuru,YFS-CAR-014,petrol_saloon,petrol,2024-02-17,2,1,Galana Oil,Runda,5.72,213.9,1223.52,60.9,2.311,1.18,13.219,0.013219,Scope 1,Fuel card statement,0.932,0,clean,2024
FC-002649,Bradley-Smith,DCO,Agriculture,Eldoret,DCO-SUV-011,petrol_suv,petrol,2024-06-15,6,2,Total Kenya,Thika Road,12.13,211.35,2563.62,82.6,2.311,1.18,28.032,0.028032,Scope 1,Fuel card statement,0.9507,0,clean,2024
FC-002968,Powell-Hill,BJY,Telecommunications,Nairobi,BJY-CAR-007,petrol_saloon,petrol,2024-04-04,4,2,Oryx Energies,Karen,18.07,215.45,3893.1,189.6,2.311,1.18,41.76,0.04176,Scope 1,Fuel card statement,0.9547,0,clean,2024
FC-002934,Powell-Hill,BJY,Telecommunications,Nairobi,BJY-SUV-022,petrol_suv,petrol,2024-07-18,7,3,Oryx Energies,Industrial Area,41.52,214.2,8893.67,278.9,2.311,1.18,95.953,0.095953,Scope 1,Fuel card statement,0.9345,0,clean,2024
FC-002895,Smith Cooke and Crawford,AJO,Construction,Machakos,AJO-TRK-006,diesel_truck,diesel,2024-10-30,10,4,Total Kenya,Westlands,13.1,198.67,2602.52,39.5,2.64,1.18,34.584,0.034584,Scope 1,Fuel card statement,0.9586,0,clean,2024
FC-002856,Thompson Ltd,CYR,Energy & Petroleum,Kisumu,CYR-CAR-001,petrol_saloon,petrol,2024-05-24,5,2,Galana Oil,Karen,6.71,208.75,1400.74,68.6,2.311,1.18,15.507,0.015507,Scope 1,Fuel card statement,0.9807,0,clean,2024
FC-000686,Butler Carter and Norton,FMX,Insurance,Nyeri,FMX-TRK-012,diesel_truck,diesel,2024-03-15,3,1,Rubis Energy,Westlands,124.45,205.42,25564.62,368.9,2.64,1.18,328.548,0.328548,Scope 1,Fuel card statement,0.9526,0,clean,2024
FC-000267,Carr-Matthews,CCW,Banking & Finance,Kisii,CCW-4WD-017,petrol_4wd,petrol,2024-01-03,1,1,Galana Oil,Westlands,39.39,213.72,8418.27,233.8,2.64,1.18,103.99,0.10399,Scope 1,Fuel card statement,0.9219,0,clean,2024
FC-000424,Rose-Newton,WWJ,Banking & Finance,Nyeri,WWJ-SUV-013,petrol_suv,petrol,2024-08-09,8,3,Gulf Energy,Gigiri,51.6,206.98,10680.18,360.4,2.311,1.18,119.248,0.119248,Scope 1,Fuel card statement,0.9833,0,clean,2024
FC-000479,Collins-Dawson,EJR,Insurance,Mombasa,EJR-CAR-009,petrol_saloon,petrol,2024-10-08,10,4,Gulf Energy,CBD,12.72,205.26,2610.86,132.1,2.311,1.18,29.396,0.029396,Scope 1,Fuel card statement,0.9514,0,clean,2024
FC-000898,Ahmed and Sons,UKB,Telecommunications,Machakos,UKB-SUV-011,petrol_suv,petrol,2024-02-19,2,1,Total Kenya,Gigiri,18.74,213.8,4006.7,128.1,2.311,1.18,43.308,0.043308,Scope 1,Fuel card statement,0.9865,0,clean,2024
FC-000473,Collins-Dawson,EJR,Insurance,Mombasa,EJR-CAR-003,petrol_saloon,petrol,2024-05-20,5,2,Vivo Energy (Shell),Industrial Area,10.3,217.27,2237.83,104.8,2.311,1.18,23.803,0.023803,Scope 1,Fuel card statement,0.985,0,clean,2024
FC-002341,Ali and Sons,KRH,Agriculture,Thika,KRH-BUS-004,diesel_bus,diesel,2024-05-23,5,2,Vivo Energy (Shell),Thika Road,12.33,203.96,2514.84,57.0,2.64,1.18,32.551,0.032551,Scope 1,Fuel card statement,0.9435,0,clean,2024
FC-000290,Clarke-Smith,USN,Agriculture,Machakos,USN-SUV-009,petrol_suv,petrol,2024-07-11,7,3,Galana Oil,Industrial Area,55.37,213.19,11804.3,373.2,2.311,1.18,127.96,0.12796,Scope 1,Fuel card statement,0.9237,0,clean,2024
FC-000569,Scott-Walker,HYR,Real Estate,Nakuru,HYR-4WD-003,petrol_4wd,petrol,2024-06-18,6,2,Oryx Energies,CBD,36.75,209.73,7707.72,221.1,2.64,1.18,97.02,0.09702,Scope 1,Fuel card statement,0.9229,0,clean,2024
FC-000582,Scott-Walker,HYR,Real Estate,Nakuru,HYR-4WD-003,petrol_4wd,petrol,2024-11-27,11,4,Galana Oil,Karen,19.41,211.95,4113.98,114.5,2.64,1.18,51.242,0.051242,Scope 1,Fuel card statement,0.9496,0,clean,2024
FC-000015,Brown Jones and Hughes,AHF,Banking & Finance,Mombasa,AHF-BUS-007,diesel_bus,diesel,2024-02-11,2,1,Galana Oil,Runda,56.42,200.56,11315.59,264.8,2.64,1.18,148.949,0.148949,Scope 1,Fuel card statement,0.9413,0,clean,2024
FC-002693,White-Kerr,PSF,Agriculture,Eldoret,PSF-MTR-016,petrol_bike,petrol,2024-12-11,12,4,Rubis Energy,Upper Hill,2.39,214.5,512.65,50.9,2.296,1.18,5.487,0.005487,Scope 1,Fuel card statement,0.9338,0,clean,2024
FC-000808,Hall PLC,LPJ,Healthcare,Kisumu,LPJ-CAR-018,petrol_saloon,petrol,2024-10-27,10,4,Rubis Energy,Karen,4.06,206.95,840.23,41.2,2.311,1.18,9.383,0.009383,Scope 1,Fuel card statement,0.9236,0,clean,2024
FC-002651,Bradley-Smith,DCO,Agriculture,Eldoret,DCO-SUV-014,petrol_suv,petrol,2024-11-08,11,4,Total Kenya,Industrial Area,41.07,206.34,8474.46,274.2,2.311,1.18,94.913,0.094913,Scope 1,Fuel card statement,0.9736,0,clean,2024
FC-002248,Williams Gibson and Ford,DXG,Real Estate,Kisii,DXG-SUV-013,petrol_suv,petrol,2024-06-25,6,2,Galana Oil,Karen,41.27,205.3,8472.93,282.1,2.311,1.18,95.375,0.095375,Scope 1,Fuel card statement,0.9206,0,clean,2024
FC-000529,Ross Haynes and Bennett,QNG,Healthcare,Nyeri,QNG-CAR-020,petrol_saloon,petrol,2024-06-08,6,2,Oryx Energies,Upperhill,3.13,214.37,670.98,33.2,2.311,1.18,7.233,0.007233,Scope 1,Fuel card statement,0.9891,0,clean,2024
FC-000458,Collins-Dawson,EJR,Insurance,Mombasa,EJR-CAR-002,petrol_saloon,petrol,2024-10-14,10,4,Rubis Energy,CBD,6.13,216.5,1327.12,63.6,2.311,1.18,14.166,0.014166,Scope 1,Fuel card statement,0.9552,0,clean,2024
FC-000600,Lynch-Patel,VUF,Insurance,Nairobi,VUF-CAR-015,petrol_saloon,petrol,2024-05-23,5,2,Total Kenya,Gigiri,32.38,210.65,6820.84,330.5,2.311,1.18,74.83,0.07483,Scope 1,Fuel card statement,0.9825,0,clean,2024
FC-000315,Clarke-Smith,USN,Agriculture,Machakos,USN-TRK-007,diesel_truck,diesel,2024-11-03,11,4,Vivo Energy (Shell),Industrial Area,78.18,205.51,16066.57,231.1,2.64,1.18,206.395,0.206395,Scope 1,Fuel card statement,0.9693,0,clean,2024
FC-000185,Patel LLC,SIE,Telecommunications,Thika,SIE-SUV-016,petrol_suv,petrol,2024-08-05,8,3,Total Kenya,CBD,34.42,213.3,7341.76,234.8,2.311,1.18,79.545,0.079545,Scope 1,Fuel card statement,0.9708,0,clean,2024
FC-000965,Robinson Horton and Smith,RNG,Banking & Finance,Thika,RNG-MTR-008,petrol_bike,petrol,2024-06-10,6,2,Total Kenya,Upperhill,4.49,213.02,956.48,97.7,2.296,1.18,10.309,0.010309,Scope 1,Fuel card statement,0.9236,0,clean,2024
FC-000671,Jones Fletcher and Sutton,KBX,Insurance,Kisii,KBX-CAR-008,petrol_saloon,petrol,2024-04-29,4,2,Total Kenya,CBD,23.08,206.51,4766.2,241.2,2.311,1.18,53.338,0.053338,Scope 1,Fuel card statement,0.9387,0,clean,2024
FC-000052,Martin Allen and Brown,CKA,Construction,Nakuru,CKA-VAN-008,diesel_van,diesel,2024-01-10,1,1,Oryx Energies,CBD,23.58,201.0,4739.62,185.1,2.64,1.18,62.251,0.062251,Scope 1,Fuel card statement,0.9853,0,clean,2024
FC-002590,Jones Group,HRY,Construction,Kisumu,HRY-4WD-004,petrol_4wd,petrol,2024-03-19,3,1,Oryx Energies,Runda,29.58,215.71,6380.64,179.6,2.64,1.18,78.091,0.078091,Scope 1,Fuel card statement,0.9874,0,clean,2024
FC-001753,Stevens and Sons,BSU,Banking & Finance,Mombasa,BSU-4WD-003,petrol_4wd,petrol,2024-04-21,4,2,Total Kenya,Kilimani,62.13,212.55,13206.01,383.3,2.64,1.18,164.023,0.164023,Scope 1,Fuel card statement,0.978,0,clean,2024
FC-001538,Harvey Ltd,BGR,Insurance,Nakuru,BGR-MTR-018,petrol_bike,petrol,2024-09-07,9,3,Galana Oil,Westlands,14.09,211.85,2985.02,291.5,2.296,1.18,32.351,0.032351,Scope 1,Fuel card statement,0.9247,0,clean,2024
FC-002822,Thomas Long and Mills,ELS,Agriculture,Meru,ELS-MTR-013,petrol_bike,petrol,2024-05-28,5,2,Gulf Energy,Upperhill,12.95,212.94,2757.54,275.5,2.296,1.18,29.733,0.029733,Scope 1,Fuel card statement,0.9854,0,clean,2024
FC-002646,Bradley-Smith,DCO,Agriculture,Eldoret,DCO-4WD-002,petrol_4wd,petrol,2024-08-02,8,3,Vivo Energy (Shell),Karen,44.81,212.86,9538.39,265.1,2.64,1.18,118.298,0.118298,Scope 1,Fuel card statement,0.9827,0,clean,2024
FC-000433,Rose-Newton,WWJ,Banking & Finance,Nyeri,WWJ-SUV-010,petrol_suv,petrol,2024-04-20,4,2,Oryx Energies,Thika Road,54.72,214.38,11730.91,382.2,2.311,1.18,126.458,0.126458,Scope 1,Fuel card statement,0.9879,0,clean,2024
FC-002189,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-CAR-016,petrol_saloon,petrol,2024-01-01,1,1,Vivo Energy (Shell),Upperhill,32.59,207.88,6774.84,333.7,2.311,1.18,75.315,0.075315,Scope 1,Fuel card statement,0.9342,0,clean,2024
FC-001012,Berry-Bell,HEA,Banking & Finance,Eldoret,HEA-VAN-020,diesel_van,diesel,2024-12-30,12,4,Galana Oil,Gigiri,16.6,195.78,3249.91,131.5,2.64,1.18,43.824,0.043824,Scope 1,Fuel card statement,0.9662,0,clean,2024
FC-001952,Adams Shepherd and Wilson,EAK,Energy & Petroleum,Nyeri,EAK-VAN-017,diesel_van,diesel,2024-08-07,8,3,Gulf Energy,Gigiri,9.41,203.23,1912.4,77.3,2.64,1.18,24.842,0.024842,Scope 1,Fuel card statement,0.9585,0,clean,2024
FC-000332,Bibi-Goddard,OVQ,Banking & Finance,Thika,OVQ-SUV-021,petrol_suv,petrol,2024-06-22,6,2,Gulf Energy,Thika Road,28.02,215.56,6040.02,188.4,2.311,1.18,64.754,0.064754,Scope 1,Fuel card statement,0.9642,0,clean,2024
FC-001602,Barrett Kent and Lee,DYO,Construction,Nyeri,DYO-CAR-015,petrol_saloon,petrol,2024-04-10,4,2,Vivo Energy (Shell),Runda,7.83,206.05,1613.36,80.2,2.311,1.18,18.095,0.018095,Scope 1,Fuel card statement,0.9219,0,clean,2024
FC-001746,Stevens and Sons,BSU,Banking & Finance,Mombasa,BSU-SUV-010,petrol_suv,petrol,2024-12-30,12,4,Oryx Energies,Industrial Area,9.01,206.28,1858.63,60.9,2.311,1.18,20.822,0.020822,Scope 1,Fuel card statement,0.9654,0,clean,2024
FC-000773,Hall PLC,LPJ,Healthcare,Kisumu,LPJ-CAR-007,petrol_saloon,petrol,2024-11-25,11,4,Oryx Energies,Westlands,28.38,213.28,6052.99,289.0,2.311,1.18,65.586,0.065586,Scope 1,Fuel card statement,0.9722,0,clean,2024
FC-002163,Andrews-Brown,WBB,Banking & Finance,Nakuru,WBB-BUS-014,diesel_bus,diesel,2024-02-18,2,1,Total Kenya,Industrial Area,53.64,202.84,10880.47,253.5,2.64,1.18,141.61,0.14161,Scope 1,Fuel card statement,0.9567,0,clean,2024
FC-002683,White-Kerr,PSF,Agriculture,Eldoret,PSF-TRK-014,diesel_truck,diesel,2024-06-17,6,2,Vivo Energy (Shell),Industrial Area,27.66,198.85,5500.23,84.1,2.64,1.18,73.022,0.073022,Scope 1,Fuel card statement,0.962,0,clean,2024
FC-002243,Williams Gibson and Ford,DXG,Real Estate,Kisii,DXG-VAN-011,diesel_van,diesel,2024-06-08,6,2,Total Kenya,Gigiri,24.33,200.36,4874.79,191.3,2.64,1.18,64.231,0.064231,Scope 1,Fuel card statement,0.9515,0,clean,2024
FC-000683,Butler Carter and Norton,FMX,Insurance,Nyeri,FMX-TRK-002,diesel_truck,diesel,2024-01-03,1,1,Oryx Energies,Karen,83.17,196.52,16344.23,255.3,2.64,1.18,219.569,0.219569,Scope 1,Fuel card statement,0.928,0,clean,2024
FC-002419,Coates-Andrews,AQO,Banking & Finance,Mombasa,AQO-TRK-010,diesel_truck,diesel,2024-10-15,10,4,Total Kenya,Runda,125.06,201.0,25137.14,373.8,2.64,1.18,330.158,0.330158,Scope 1,Fuel card statement,0.966,0,clean,2024
FC-000333,Bibi-Goddard,OVQ,Banking & Finance,Thika,OVQ-SUV-011,petrol_suv,petrol,2024-04-20,4,2,Gulf Energy,Kilimani,41.0,216.88,8892.18,275.1,2.311,1.18,94.751,0.094751,Scope 1,Fuel card statement,0.946,0,clean,2024
FC-001254,Evans PLC,WYC,Manufacturing,Nyeri,WYC-4WD-004,petrol_4wd,petrol,2024-06-07,6,2,Gulf Energy,Industrial Area,26.64,207.29,5522.15,163.3,2.64,1.18,70.33,0.07033,Scope 1,Fuel card statement,0.9838,0,clean,2024
