narrative_id,company_name,nse_code,sector,fy_year,scope1_tco2e,total_tco2e,intensity,uncertainty_pct,scope1_narrative,intensity_narrative,uncertainty_narrative,recommendation_narrative,full_narrative
NAR-00067,Godfrey Inc,TTD,Insurance,2024,7669.21,12049.85,0.3171,5.58,"The company's direct fleet emissions totalled 7669 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Transport emission intensity stood at 0.32 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±5.6%, yielding a range of 11377–12722 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 31% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 560 tCO2e annually at approximately KSh 10276 per tonne avoided.,"The company's direct fleet emissions totalled 7669 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Transport emission intensity stood at 0.32 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±5.6%, yielding a range of 11377–12722 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 31% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 560 tCO2e annually at approximately KSh 10276 per tonne avoided."
NAR-00183,Stone-Abbott,IYF,Real Estate,2024,2480.96,3946.99,0.244,6.73,"The company's direct fleet emissions totalled 2481 tCO2e in FY2024, representing 63% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.24 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±6.7%, yielding a range of 3681–4213 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 34% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 201 tCO2e per year.,"The company's direct fleet emissions totalled 2481 tCO2e in FY2024, representing 63% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.24 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±6.7%, yielding a range of 3681–4213 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 34% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 201 tCO2e per year."
NAR-00166,Webster-Byrne,MGG,Real Estate,2024,4230.26,6413.44,0.205,3.74,"The company's direct fleet emissions totalled 4230 tCO2e in FY2024, representing 66% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.20 tCO2e per KSh million revenue, compared to a sector average of 1.03.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 6174–6653 tCO2e (±3.7%).",Transitioning 32% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 308 tCO2e annually at approximately KSh 9372 per tonne avoided.,"The company's direct fleet emissions totalled 4230 tCO2e in FY2024, representing 66% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.20 tCO2e per KSh million revenue, compared to a sector average of 1.03. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 6174–6653 tCO2e (±3.7%). Transitioning 32% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 308 tCO2e annually at approximately KSh 9372 per tonne avoided."
NAR-00079,Greenwood Turner and Edwards,LRZ,Manufacturing,2024,10608.0,16478.8,2.0131,5.31,"The company's direct fleet emissions totalled 10608 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 2.01 tCO2e per KSh million revenue, compared to a sector average of 1.03.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 15604–17354 tCO2e (±5.3%).",Transitioning 35% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 865 tCO2e annually at approximately KSh 11066 per tonne avoided.,"The company's direct fleet emissions totalled 10608 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 2.01 tCO2e per KSh million revenue, compared to a sector average of 1.03. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 15604–17354 tCO2e (±5.3%). Transitioning 35% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 865 tCO2e annually at approximately KSh 11066 per tonne avoided."
NAR-00187,Dixon-Ryan,ARX,Healthcare,2024,860.48,1454.73,0.0227,5.45,"Scope 1 emissions of 860 tCO2e arise from direct combustion of petrol and diesel in the company's 160 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.02 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 1375–1534 tCO2e (±5.5%).",A remote-work policy covering 39% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 85 tCO2e per year.,"Scope 1 emissions of 860 tCO2e arise from direct combustion of petrol and diesel in the company's 160 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.02 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 1375–1534 tCO2e (±5.5%). A remote-work policy covering 39% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 85 tCO2e per year."
NAR-00178,Griffiths Richards and Marshall,XRD,Construction,2024,8529.14,12869.32,5.8596,4.57,"Direct combustion emissions from 142 owned and leased vehicles amounted to 8529 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Emission intensity was 5.86 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±4.6%, yielding a range of 12281–13457 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 42% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 811 tCO2e per year.,"Direct combustion emissions from 142 owned and leased vehicles amounted to 8529 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Emission intensity was 5.86 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±4.6%, yielding a range of 12281–13457 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 42% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 811 tCO2e per year."
NAR-00057,Poole-Walker,ZDT,Manufacturing,2024,7872.21,10919.56,0.1556,3.57,"Scope 1 emissions of 7872 tCO2e arise from direct combustion of petrol and diesel in the company's 42 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","The company achieved an emission intensity of 0.16 tCO2e/KSh M, a reduction of 4.4% versus FY2023.","The 95% confidence interval on the total emission figure is ±3.6%, yielding a range of 10530–11309 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 45% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 737 tCO2e per year.,"Scope 1 emissions of 7872 tCO2e arise from direct combustion of petrol and diesel in the company's 42 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). The company achieved an emission intensity of 0.16 tCO2e/KSh M, a reduction of 4.4% versus FY2023. The 95% confidence interval on the total emission figure is ±3.6%, yielding a range of 10530–11309 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 45% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 737 tCO2e per year."
NAR-00153,Khan-Turner,ONI,Manufacturing,2024,8670.32,11576.15,3.9038,3.84,"Scope 1 emissions of 8670 tCO2e arise from direct combustion of petrol and diesel in the company's 154 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","The company achieved an emission intensity of 3.90 tCO2e/KSh M, a reduction of 11.6% versus FY2023.","The 95% confidence interval on the total emission figure is ±3.8%, yielding a range of 11132–12021 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",A remote-work policy covering 38% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 660 tCO2e per year.,"Scope 1 emissions of 8670 tCO2e arise from direct combustion of petrol and diesel in the company's 154 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). The company achieved an emission intensity of 3.90 tCO2e/KSh M, a reduction of 11.6% versus FY2023. The 95% confidence interval on the total emission figure is ±3.8%, yielding a range of 11132–12021 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. A remote-work policy covering 38% of office-based staff is projected to reduce Scope 3 Category 7 commute emissions by 660 tCO2e per year."
NAR-00083,Cunningham-Nolan,PSD,Real Estate,2024,1678.78,2220.2,0.0462,7.49,"Scope 1 emissions of 1679 tCO2e arise from direct combustion of petrol and diesel in the company's 188 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.05 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±7.5%, yielding a range of 2054–2386 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 33%, saving 110 tCO2e annually.","Scope 1 emissions of 1679 tCO2e arise from direct combustion of petrol and diesel in the company's 188 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.05 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±7.5%, yielding a range of 2054–2386 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 33%, saving 110 tCO2e annually."
NAR-00069,Foster and Sons,CXM,Insurance,2024,13688.16,18732.47,0.5656,6.38,"The company's direct fleet emissions totalled 13688 tCO2e in FY2024, representing 73% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Emission intensity was 0.57 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±6.4%, yielding a range of 17537–19928 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 49% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1377 tCO2e annually at approximately KSh 8955 per tonne avoided.,"The company's direct fleet emissions totalled 13688 tCO2e in FY2024, representing 73% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Emission intensity was 0.57 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±6.4%, yielding a range of 17537–19928 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 49% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1377 tCO2e annually at approximately KSh 8955 per tonne avoided."
NAR-00125,Johnson Yates and Berry,JDR,Banking & Finance,2024,6567.92,9529.9,0.2764,6.55,"Scope 1 emissions of 6568 tCO2e arise from direct combustion of petrol and diesel in the company's 61 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Emission intensity was 0.28 tCO2e per KSh million revenue, compared to a sector average of 1.03.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 8906–10154 tCO2e (±6.5%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 36%, saving 515 tCO2e annually.","Scope 1 emissions of 6568 tCO2e arise from direct combustion of petrol and diesel in the company's 61 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Emission intensity was 0.28 tCO2e per KSh million revenue, compared to a sector average of 1.03. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 8906–10154 tCO2e (±6.5%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 36%, saving 515 tCO2e annually."
NAR-00017,Field-Thompson,ZHG,Insurance,2024,13494.96,17650.12,0.9534,6.59,"Direct combustion emissions from 148 owned and leased vehicles amounted to 13495 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Transport emission intensity stood at 0.95 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 16487–18813 tCO2e (±6.6%).",Transitioning 49% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1297 tCO2e annually at approximately KSh 5270 per tonne avoided.,"Direct combustion emissions from 148 owned and leased vehicles amounted to 13495 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Transport emission intensity stood at 0.95 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 16487–18813 tCO2e (±6.6%). Transitioning 49% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1297 tCO2e annually at approximately KSh 5270 per tonne avoided."
NAR-00149,Arnold Jones and King,YTY,Construction,2024,4502.99,6822.8,0.1078,5.18,"Scope 1 emissions of 4503 tCO2e arise from direct combustion of petrol and diesel in the company's 187 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data).","Transport emission intensity stood at 0.11 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±5.2%, yielding a range of 6469–7176 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 43% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 440 tCO2e annually at approximately KSh 11395 per tonne avoided.,"Scope 1 emissions of 4503 tCO2e arise from direct combustion of petrol and diesel in the company's 187 vehicle fleet, calculated using DEFRA 2024 mobile combustion factors at Tier 2 by vehicle class, adjusted for Kenyan road conditions (+18% per NTSA data). Transport emission intensity stood at 0.11 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±5.2%, yielding a range of 6469–7176 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 43% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 440 tCO2e annually at approximately KSh 11395 per tonne avoided."
NAR-00094,Morris-Johnston,YWJ,Healthcare,2024,2238.08,3102.56,0.1534,3.77,"Direct combustion emissions from 76 owned and leased vehicles amounted to 2238 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors.","Emission intensity was 0.15 tCO2e per KSh million revenue, compared to a sector average of 1.03.","The 95% confidence interval on the total emission figure is ±3.8%, yielding a range of 2986–3220 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Transitioning 48% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 223 tCO2e annually at approximately KSh 5792 per tonne avoided.,"Direct combustion emissions from 76 owned and leased vehicles amounted to 2238 tCO2e, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors. Emission intensity was 0.15 tCO2e per KSh million revenue, compared to a sector average of 1.03. The 95% confidence interval on the total emission figure is ±3.8%, yielding a range of 2986–3220 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Transitioning 48% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 223 tCO2e annually at approximately KSh 5792 per tonne avoided."
