travel_record_id,company_name,nse_code,sector,travel_date,month,quarter,origin_airport,destination_airport,flight_type,cabin_class,passengers,distance_km,ef_kgco2e_per_pkm,rfi_factor,emission_kgco2e,emission_tco2e,scope,category,data_source,cost_ksh,extraction_confidence,anomaly_flag,fy_year
TRV-0000654,Hall Davies and Roberts,RSB,Education,2024-03-04,3,1,NBO,EBB,short_haul,economy,1,2905,0.3002,1.9,872.081,0.872081,Scope 3,Cat 6 — Business travel,SAP travel booking export,23352.95,0.9063,0,2024
TRV-0001451,Howard Stephens and Moore,JPG,Hospitality,2024-05-28,5,2,NBO,LHR,long_haul,economy,1,10895,0.3705,1.9,4036.598,4.036598,Scope 3,Cat 6 — Business travel,SAP travel booking export,88115.13,0.8984,0,2024
TRV-0005629,Wood-Stevenson,QSU,Logistics,2024-01-06,1,1,NBO,EBB,short_haul,economy,1,2907,0.3002,1.9,872.681,0.872681,Scope 3,Cat 6 — Business travel,SAP travel booking export,40245.72,0.9795,0,2024
TRV-0004228,Jones Austin and Turner,UNZ,Banking & Finance,2024-12-23,12,4,NBO,BOM,long_haul,economy,3,6518,0.3705,1.9,7244.757,7.244757,Scope 3,Cat 6 — Business travel,SAP travel booking export,179701.38,0.9729,0,2024
TRV-0002134,Evans-Reynolds,WZK,Healthcare,2024-01-24,1,1,NBO,DXB,long_haul,economy,4,6429,0.3705,1.9,9527.778,9.527778,Scope 3,Cat 6 — Business travel,SAP travel booking export,273216.75,0.9758,0,2024
TRV-0001448,Howard Stephens and Moore,JPG,Hospitality,2024-07-19,7,3,NBO,EBB,short_haul,economy,2,3270,0.3002,1.9,1963.308,1.963308,Scope 3,Cat 6 — Business travel,SAP travel booking export,28860.36,0.9006,0,2024
TRV-0001230,Davis-Smart,FJN,Real Estate,2024-03-30,3,1,NBO,DAR,short_haul,economy,3,1054,0.3002,1.9,949.232,0.949232,Scope 3,Cat 6 — Business travel,SAP travel booking export,19411.48,0.952,0,2024
TRV-0004913,Dickinson and Sons,PUP,Media,2024-01-11,1,1,NBO,ELD,short_haul,economy,3,3144,0.3002,1.9,2831.486,2.831486,Scope 3,Cat 6 — Business travel,SAP travel booking export,40027.65,0.9302,0,2024
TRV-0003631,Lewis Page and Dean,FXD,Banking & Finance,2024-08-26,8,3,NBO,JRO,short_haul,economy,4,2579,0.3002,1.9,3096.863,3.096863,Scope 3,Cat 6 — Business travel,SAP travel booking export,68274.71,0.963,0,2024
TRV-0005994,Cooper Armstrong and McDonald,DRM,Energy & Petroleum,2024-07-22,7,3,NBO,HKG,long_haul,economy,4,3619,0.3705,1.9,5363.358,5.363358,Scope 3,Cat 6 — Business travel,SAP travel booking export,146443.34,0.9599,0,2024
TRV-0001115,Bennett LLC,LDU,Education,2024-07-19,7,3,NBO,HKG,long_haul,economy,3,8469,0.3705,1.9,9413.293,9.413293,Scope 3,Cat 6 — Business travel,SAP travel booking export,137755.52,0.9856,0,2024
TRV-0002510,Cooper PLC,KBU,Hospitality,2024-05-19,5,2,NBO,KIS,short_haul,economy,1,1583,0.3002,1.9,475.217,0.475217,Scope 3,Cat 6 — Business travel,SAP travel booking export,11793.26,0.9308,0,2024
TRV-0002815,Williams PLC,DZY,Healthcare,2024-08-25,8,3,NBO,JRO,short_haul,economy,3,3295,0.3002,1.9,2967.477,2.967477,Scope 3,Cat 6 — Business travel,SAP travel booking export,104630.37,0.9028,0,2024
TRV-0004464,Ellis LLC,KJF,Retail & FMCG,2024-11-20,11,4,NBO,DXB,long_haul,business,1,11354,0.8151,1.9,9254.645,9.254645,Scope 3,Cat 6 — Business travel,SAP travel booking export,53833.66,0.8841,0,2024
TRV-0001172,Harrison Powell and Murphy,NKS,Media,2024-03-05,3,1,NBO,JRO,short_haul,economy,1,2608,0.3002,1.9,782.922,0.782922,Scope 3,Cat 6 — Business travel,SAP travel booking export,33190.0,0.9491,0,2024
TRV-0002806,Williams PLC,DZY,Healthcare,2024-12-09,12,4,NBO,EBB,short_haul,economy,3,832,0.3002,1.9,749.299,0.749299,Scope 3,Cat 6 — Business travel,SAP travel booking export,25190.85,0.8922,0,2024
TRV-0005600,Patel Lee and Bryan,EJO,Energy & Petroleum,2024-07-09,7,3,NBO,DXB,long_haul,economy,3,11043,0.3705,1.9,12274.294,12.274294,Scope 3,Cat 6 — Business travel,SAP travel booking export,425584.84,0.8919,0,2024
TRV-0001008,Collins-Fleming,WJS,Energy & Petroleum,2024-01-15,1,1,NBO,LHR,long_haul,economy,1,11973,0.3705,1.9,4435.996,4.435996,Scope 3,Cat 6 — Business travel,SAP travel booking export,154872.49,0.9147,0,2024
TRV-0004242,Wood Mills and Sinclair,OVI,Construction,2024-04-27,4,2,NBO,JNB,long_haul,business,1,4187,0.8151,1.9,3412.824,3.412824,Scope 3,Cat 6 — Business travel,SAP travel booking export,41209.34,0.9073,0,2024
TRV-0006656,Price-Howell,MIJ,Manufacturing,2024-12-17,12,4,NBO,EBB,short_haul,economy,3,853,0.3002,1.9,768.212,0.768212,Scope 3,Cat 6 — Business travel,SAP travel booking export,19004.9,0.9176,0,2024
TRV-0000319,Davis Morrison and Birch,MCD,Banking & Finance,2024-10-13,10,4,NBO,EBB,short_haul,economy,3,2684,0.3002,1.9,2417.21,2.41721,Scope 3,Cat 6 — Business travel,SAP travel booking export,109139.34,0.9774,0,2024
TRV-0003517,Andrews Fraser and Smith,MFC,Hospitality,2024-07-29,7,3,NBO,JRO,short_haul,economy,1,2056,0.3002,1.9,617.211,0.617211,Scope 3,Cat 6 — Business travel,SAP travel booking export,11581.55,0.9334,0,2024
TRV-0005836,Bennett-Kemp,DAJ,Manufacturing,2024-08-17,8,3,NBO,KIS,short_haul,economy,2,2807,0.3002,1.9,1685.323,1.685323,Scope 3,Cat 6 — Business travel,SAP travel booking export,24506.16,0.8975,0,2024
TRV-0000772,Dyer-Norris,EIZ,Energy & Petroleum,2024-05-15,5,2,NBO,BOM,long_haul,economy,3,8493,0.3705,1.9,9439.97,9.43997,Scope 3,Cat 6 — Business travel,SAP travel booking export,243692.58,0.9456,0,2024
TRV-0002589,Gray Jones and Evans,YRG,Technology,2024-05-28,5,2,NBO,ADD,short_haul,economy,2,2856,0.3002,1.9,1714.742,1.714742,Scope 3,Cat 6 — Business travel,SAP travel booking export,63586.23,0.9856,0,2024
TRV-0006335,Henderson Cooper and Mitchell,WQL,Retail & FMCG,2024-07-31,7,3,NBO,KIS,short_haul,economy,3,2748,0.3002,1.9,2474.849,2.474849,Scope 3,Cat 6 — Business travel,SAP travel booking export,56889.24,0.9616,0,2024
TRV-0004962,Lloyd-Bird,NTJ,Banking & Finance,2024-09-01,9,3,NBO,DXB,long_haul,economy,2,10375,0.3705,1.9,7687.875,7.687875,Scope 3,Cat 6 — Business travel,SAP travel booking export,167101.52,0.9072,0,2024
TRV-0002704,Smith Owen and Williams,POV,Real Estate,2024-08-27,8,3,NBO,ELD,short_haul,economy,1,1374,0.3002,1.9,412.475,0.412475,Scope 3,Cat 6 — Business travel,SAP travel booking export,10710.0,0.8973,0,2024
TRV-0000965,Parry White and Kerr,RVT,Banking & Finance,2024-11-27,11,4,NBO,DXB,long_haul,economy,3,9764,0.3705,1.9,10852.686,10.852686,Scope 3,Cat 6 — Business travel,SAP travel booking export,325668.2,0.8868,0,2024
TRV-0002155,Dixon-Chan,XXA,Energy & Petroleum,2024-11-09,11,4,NBO,BOM,long_haul,business,1,7138,0.8151,1.9,5818.184,5.818184,Scope 3,Cat 6 — Business travel,SAP travel booking export,57489.73,0.9079,0,2024
TRV-0002944,Green Robinson and Turner,MZJ,Media,2024-09-10,9,3,NBO,JRO,short_haul,economy,3,1864,0.3002,1.9,1678.718,1.678718,Scope 3,Cat 6 — Business travel,SAP travel booking export,36747.11,0.9784,0,2024
TRV-0003270,Fry Byrne and Hamilton,EXP,Energy & Petroleum,2024-03-02,3,1,MBA,KIS,short_haul,economy,1,1742,0.3002,1.9,522.948,0.522948,Scope 3,Cat 6 — Business travel,SAP travel booking export,23414.42,0.9254,0,2024
TRV-0003366,Morton and Sons,HHR,Energy & Petroleum,2024-08-31,8,3,NBO,DAR,short_haul,economy,3,452,0.3002,1.9,407.071,0.407071,Scope 3,Cat 6 — Business travel,SAP travel booking export,9812.41,0.897,0,2024
TRV-0006659,Price-Howell,MIJ,Manufacturing,2024-06-12,6,2,NBO,JRO,short_haul,economy,4,3481,0.3002,1.9,4179.985,4.179985,Scope 3,Cat 6 — Business travel,SAP travel booking export,97728.01,0.8843,0,2024
TRV-0003993,Wilkins Armstrong and Evans,KSU,Manufacturing,2024-11-10,11,4,NBO,LHR,long_haul,economy,3,5906,0.3705,1.9,6564.519,6.564519,Scope 3,Cat 6 — Business travel,SAP travel booking export,203218.98,0.9847,0,2024
TRV-0005581,Patel Lee and Bryan,EJO,Energy & Petroleum,2024-06-18,6,2,NBO,SIN,long_haul,business,3,6297,0.8151,1.9,15398.054,15.398054,Scope 3,Cat 6 — Business travel,SAP travel booking export,213416.31,0.8858,0,2024
TRV-0002642,Preston Riley and Hall,OXV,Media,2024-09-21,9,3,NBO,KIS,short_haul,economy,2,1876,0.3002,1.9,1126.35,1.12635,Scope 3,Cat 6 — Business travel,SAP travel booking export,32071.59,0.9446,0,2024
TRV-0006089,Chapman Ltd,ZCI,Telecommunications,2024-11-07,11,4,NBO,JRO,short_haul,economy,2,999,0.3002,1.9,599.8,0.5998,Scope 3,Cat 6 — Business travel,SAP travel booking export,13268.0,0.9308,0,2024
TRV-0000254,Hawkins-Harrison,URZ,Manufacturing,2024-09-07,9,3,NBO,ELD,short_haul,economy,1,257,0.3002,1.9,77.151,0.077151,Scope 3,Cat 6 — Business travel,SAP travel booking export,1379.69,0.9459,0,2024
TRV-0002482,Mistry Inc,MCP,Technology,2024-03-27,3,1,NBO,AMS,long_haul,economy,1,10109,0.3705,1.9,3745.385,3.745385,Scope 3,Cat 6 — Business travel,SAP travel booking export,41777.92,0.9072,0,2024
TRV-0002281,Pearson-Fuller,OAK,Technology,2024-03-01,3,1,NBO,ELD,short_haul,economy,4,2539,0.3002,1.9,3048.831,3.048831,Scope 3,Cat 6 — Business travel,SAP travel booking export,107274.26,0.9595,0,2024
TRV-0003311,Gibson-Green,MDK,Hospitality,2024-10-08,10,4,NBO,ELD,short_haul,economy,3,774,0.3002,1.9,697.064,0.697064,Scope 3,Cat 6 — Business travel,SAP travel booking export,10421.44,0.9205,0,2024
TRV-0003087,White Inc,SSY,Telecommunications,2024-06-09,6,2,NBO,ELD,short_haul,economy,3,1336,0.3002,1.9,1203.202,1.203202,Scope 3,Cat 6 — Business travel,SAP travel booking export,50321.69,0.9685,0,2024
TRV-0005223,Norman LLC,JFD,Healthcare,2024-06-11,6,2,NBO,JRO,short_haul,economy,2,3044,0.3002,1.9,1827.618,1.827618,Scope 3,Cat 6 — Business travel,SAP travel booking export,34355.72,0.9643,0,2024
TRV-0005640,Wood-Stevenson,QSU,Logistics,2024-06-25,6,2,NBO,ELD,short_haul,economy,4,2564,0.3002,1.9,3078.851,3.078851,Scope 3,Cat 6 — Business travel,SAP travel booking export,94584.21,0.962,0,2024
TRV-0005248,Baldwin-Oliver,EYQ,Energy & Petroleum,2024-02-28,2,1,NBO,KIS,short_haul,economy,2,702,0.3002,1.9,421.481,0.421481,Scope 3,Cat 6 — Business travel,SAP travel booking export,9878.09,0.9395,0,2024
TRV-0006241,Read Newman and Morgan,RMV,Education,2024-06-09,6,2,NBO,ELD,short_haul,economy,4,2247,0.3002,1.9,2698.198,2.698198,Scope 3,Cat 6 — Business travel,SAP travel booking export,88358.21,0.9178,0,2024
TRV-0004553,Myers Haynes and Chapman,XPY,Retail & FMCG,2024-02-23,2,1,NBO,EBB,short_haul,economy,1,2902,0.3002,1.9,871.18,0.87118,Scope 3,Cat 6 — Business travel,SAP travel booking export,15336.85,0.9342,0,2024
TRV-0006203,Harper Booth and Taylor,CSP,Manufacturing,2024-01-23,1,1,NBO,ELD,short_haul,economy,3,1398,0.3002,1.9,1259.039,1.259039,Scope 3,Cat 6 — Business travel,SAP travel booking export,57998.25,0.9775,0,2024
TRV-0000904,Booth PLC,GEA,Media,2024-03-08,3,1,NBO,BOM,long_haul,economy,2,10508,0.3705,1.9,7786.428,7.786428,Scope 3,Cat 6 — Business travel,SAP travel booking export,120225.48,0.9401,0,2024
TRV-0001111,Bennett LLC,LDU,Education,2024-05-01,5,2,NBO,DXB,long_haul,economy,2,12238,0.3705,1.9,9068.358,9.068358,Scope 3,Cat 6 — Business travel,SAP travel booking export,184403.91,0.9567,0,2024
TRV-0003921,Martin White and Nelson,MAG,Insurance,2024-02-12,2,1,NBO,ADD,short_haul,economy,2,2349,0.3002,1.9,1410.34,1.41034,Scope 3,Cat 6 — Business travel,SAP travel booking export,43804.5,0.9787,0,2024
TRV-0002224,Smith PLC,NAZ,Banking & Finance,2024-01-07,1,1,NBO,DAR,short_haul,economy,2,1503,0.3002,1.9,902.401,0.902401,Scope 3,Cat 6 — Business travel,SAP travel booking export,21483.58,0.882,0,2024
TRV-0001323,Waters Brown and Morris,NUR,Technology,2024-02-14,2,1,NBO,DAR,short_haul,economy,1,2592,0.3002,1.9,778.118,0.778118,Scope 3,Cat 6 — Business travel,SAP travel booking export,36011.54,0.8949,0,2024
TRV-0004467,Ellis LLC,KJF,Retail & FMCG,2024-04-02,4,2,NBO,ADD,short_haul,economy,2,2711,0.3002,1.9,1627.684,1.627684,Scope 3,Cat 6 — Business travel,SAP travel booking export,52341.28,0.8917,0,2024
TRV-0000485,Simpson Singh and Spencer,KKY,Technology,2024-08-08,8,3,NBO,SIN,long_haul,economy,4,8577,0.3705,1.9,12711.114,12.711114,Scope 3,Cat 6 — Business travel,SAP travel booking export,186480.19,0.9727,0,2024
TRV-0000266,Thomas-Thomas,BZB,Telecommunications,2024-08-04,8,3,NBO,EBB,short_haul,economy,4,1192,0.3002,1.9,1431.354,1.431354,Scope 3,Cat 6 — Business travel,SAP travel booking export,65075.7,0.9259,0,2024
TRV-0003319,Gibson-Green,MDK,Hospitality,2024-01-24,1,1,NBO,DAR,short_haul,economy,1,987,0.3002,1.9,296.297,0.296297,Scope 3,Cat 6 — Business travel,SAP travel booking export,10795.73,0.9699,0,2024
TRV-0000739,Wilson-Ward,IDA,Media,2024-01-06,1,1,NBO,ELD,short_haul,economy,4,1900,0.3002,1.9,2281.52,2.28152,Scope 3,Cat 6 — Business travel,SAP travel booking export,46513.75,0.9178,0,2024
TRV-0001464,West Group,GRR,Hospitality,2024-09-28,9,3,NBO,HKG,long_haul,economy,2,9573,0.3705,1.9,7093.593,7.093593,Scope 3,Cat 6 — Business travel,SAP travel booking export,147579.95,0.9321,0,2024
TRV-0005880,White Ali and Bibi,LHW,Agriculture,2024-11-23,11,4,MBA,KIS,short_haul,economy,1,2477,0.3002,1.9,743.595,0.743595,Scope 3,Cat 6 — Business travel,SAP travel booking export,18482.81,0.9,0,2024
TRV-0002344,Gallagher-Barber,LMF,Telecommunications,2024-12-10,12,4,NBO,LHR,long_haul,economy,4,4294,0.3705,1.9,6363.708,6.363708,Scope 3,Cat 6 — Business travel,SAP travel booking export,90177.09,0.8862,0,2024
TRV-0000398,Yates PLC,WSF,Energy & Petroleum,2024-11-22,11,4,NBO,BOM,long_haul,economy,4,8432,0.3705,1.9,12496.224,12.496224,Scope 3,Cat 6 — Business travel,SAP travel booking export,345294.59,0.9449,0,2024
TRV-0002212,Tyler-Williams,GYP,Technology,2024-06-19,6,2,NBO,DAR,short_haul,economy,4,935,0.3002,1.9,1122.748,1.122748,Scope 3,Cat 6 — Business travel,SAP travel booking export,16125.13,0.8883,0,2024
TRV-0004289,Wheeler Group,LKX,Construction,2024-01-15,1,1,NBO,ADD,short_haul,economy,2,3416,0.3002,1.9,2050.966,2.050966,Scope 3,Cat 6 — Business travel,SAP travel booking export,92894.47,0.962,0,2024
TRV-0002882,Harris Pearson and Hussain,DAK,Education,2024-11-16,11,4,NBO,JNB,long_haul,economy,1,11074,0.3705,1.9,4102.917,4.102917,Scope 3,Cat 6 — Business travel,SAP travel booking export,145374.02,0.942,0,2024
TRV-0002320,Hughes-Lewis,XFG,Education,2024-06-25,6,2,NBO,AMS,long_haul,economy,3,6338,0.3705,1.9,7044.687,7.044687,Scope 3,Cat 6 — Business travel,SAP travel booking export,99278.35,0.9778,0,2024
TRV-0001243,North Hunt and Hussain,JSN,Technology,2024-11-23,11,4,NBO,DAR,short_haul,economy,4,2807,0.3002,1.9,3370.646,3.370646,Scope 3,Cat 6 — Business travel,SAP travel booking export,115585.31,0.9173,0,2024
TRV-0000325,Reynolds Brown and Jones,AFT,Agriculture,2024-11-19,11,4,NBO,AMS,long_haul,economy,2,3700,0.3705,1.9,2741.7,2.7417,Scope 3,Cat 6 — Business travel,SAP travel booking export,82557.4,0.9047,0,2024
TRV-0005627,Wood-Stevenson,QSU,Logistics,2024-06-28,6,2,NBO,DXB,long_haul,economy,4,5558,0.3705,1.9,8236.956,8.236956,Scope 3,Cat 6 — Business travel,SAP travel booking export,128899.36,0.924,0,2024
TRV-0006250,Read Newman and Morgan,RMV,Education,2024-06-07,6,2,NBO,ADD,short_haul,economy,4,963,0.3002,1.9,1156.37,1.15637,Scope 3,Cat 6 — Business travel,SAP travel booking export,46203.79,0.9635,0,2024
TRV-0004390,Graham-Quinn,WRC,Real Estate,2024-06-13,6,2,NBO,KIS,short_haul,economy,2,2201,0.3002,1.9,1321.48,1.32148,Scope 3,Cat 6 — Business travel,SAP travel booking export,61086.28,0.9042,0,2024
TRV-0000823,Mann Ltd,QOC,Retail & FMCG,2024-07-18,7,3,NBO,DAR,short_haul,economy,1,2917,0.3002,1.9,875.683,0.875683,Scope 3,Cat 6 — Business travel,SAP travel booking export,37119.82,0.9184,0,2024
TRV-0001385,Dunn Marsden and Harris,DSB,Technology,2024-04-06,4,2,NBO,DXB,long_haul,business,3,6217,0.8151,1.9,15202.43,15.20243,Scope 3,Cat 6 — Business travel,SAP travel booking export,119732.4,0.956,0,2024
TRV-0002310,Hughes-Lewis,XFG,Education,2024-01-08,1,1,NBO,BOM,long_haul,economy,1,4410,0.3705,1.9,1633.905,1.633905,Scope 3,Cat 6 — Business travel,SAP travel booking export,24890.64,0.9395,0,2024
TRV-0000176,Davies Group,ASZ,Construction,2024-04-07,4,2,NBO,BOM,long_haul,economy,3,6790,0.3705,1.9,7547.085,7.547085,Scope 3,Cat 6 — Business travel,SAP travel booking export,232387.5,0.9721,0,2024
TRV-0002305,Hughes-Lewis,XFG,Education,2024-05-07,5,2,NBO,EBB,short_haul,economy,1,2674,0.3002,1.9,802.735,0.802735,Scope 3,Cat 6 — Business travel,SAP travel booking export,28040.45,0.9622,0,2024
TRV-0000533,Thomas-Brown,XUR,Agriculture,2024-12-29,12,4,NBO,ELD,short_haul,economy,3,424,0.3002,1.9,381.854,0.381854,Scope 3,Cat 6 — Business travel,SAP travel booking export,17706.71,0.9617,0,2024
TRV-0001146,Richards-Dawson,DUO,Agriculture,2024-11-24,11,4,NBO,JNB,long_haul,business,3,7076,0.8151,1.9,17302.943,17.302943,Scope 3,Cat 6 — Business travel,SAP travel booking export,250643.37,0.9026,0,2024
TRV-0002587,Gray Jones and Evans,YRG,Technology,2024-07-07,7,3,NBO,DAR,short_haul,economy,2,1320,0.3002,1.9,792.528,0.792528,Scope 3,Cat 6 — Business travel,SAP travel booking export,13662.3,0.9547,0,2024
TRV-0001621,Miles Lloyd and Lee,IMK,Retail & FMCG,2024-02-09,2,1,MBA,KIS,short_haul,economy,1,797,0.3002,1.9,239.259,0.239259,Scope 3,Cat 6 — Business travel,SAP travel booking export,10333.17,0.965,0,2024
TRV-0005571,Brown-Mitchell,PXV,Agriculture,2024-05-30,5,2,NBO,ADD,short_haul,economy,4,763,0.3002,1.9,916.21,0.91621,Scope 3,Cat 6 — Business travel,SAP travel booking export,30655.3,0.9144,0,2024
TRV-0004726,Watts-Hill,AQL,Telecommunications,2024-05-08,5,2,NBO,KIS,short_haul,economy,4,976,0.3002,1.9,1171.981,1.171981,Scope 3,Cat 6 — Business travel,SAP travel booking export,34374.52,0.9469,0,2024
TRV-0002356,Gallagher-Barber,LMF,Telecommunications,2024-09-30,9,3,NBO,BOM,long_haul,economy,4,5429,0.3705,1.9,8045.778,8.045778,Scope 3,Cat 6 — Business travel,SAP travel booking export,105207.96,0.9168,0,2024
TRV-0000852,Bentley Holloway and Burgess,LGU,Telecommunications,2024-07-04,7,3,NBO,BOM,long_haul,economy,4,8810,0.3705,1.9,13056.42,13.05642,Scope 3,Cat 6 — Business travel,SAP travel booking export,441343.95,0.9181,0,2024
TRV-0000593,Jennings Group,ARM,Media,2024-03-07,3,1,NBO,MBA,short_haul,economy,1,2424,0.3002,1.9,727.685,0.727685,Scope 3,Cat 6 — Business travel,SAP travel booking export,26865.04,0.9112,0,2024
TRV-0002885,Harris Pearson and Hussain,DAK,Education,2024-08-15,8,3,NBO,MBA,short_haul,economy,3,279,0.3002,1.9,251.267,0.251267,Scope 3,Cat 6 — Business travel,SAP travel booking export,11638.7,0.9479,0,2024
TRV-0002609,Griffiths PLC,SIU,Education,2024-06-08,6,2,NBO,DAR,short_haul,economy,4,1425,0.3002,1.9,1711.14,1.71114,Scope 3,Cat 6 — Business travel,SAP travel booking export,36259.14,0.9103,0,2024
TRV-0000236,Brown-Barlow,JJG,Real Estate,2024-02-13,2,1,NBO,DAR,short_haul,economy,3,1904,0.3002,1.9,1714.742,1.714742,Scope 3,Cat 6 — Business travel,SAP travel booking export,41111.49,0.9761,0,2024
TRV-0004918,Dickinson and Sons,PUP,Media,2024-07-02,7,3,NBO,DXB,long_haul,economy,4,8716,0.3705,1.9,12917.112,12.917112,Scope 3,Cat 6 — Business travel,SAP travel booking export,285771.64,0.954,0,2024
TRV-0001883,Anderson Wright and Allen,FUE,Manufacturing,2024-05-27,5,2,NBO,CDG,long_haul,business,3,6840,0.8151,1.9,16725.852,16.725852,Scope 3,Cat 6 — Business travel,SAP travel booking export,134439.84,0.9468,0,2024
TRV-0000304,Davis Morrison and Birch,MCD,Banking & Finance,2024-11-19,11,4,NBO,DXB,long_haul,economy,3,9344,0.3705,1.9,10385.856,10.385856,Scope 3,Cat 6 — Business travel,SAP travel booking export,296885.18,0.9776,0,2024
TRV-0000941,Walker Harrison and Hargreaves,DDW,Retail & FMCG,2024-04-18,4,2,MBA,KIS,short_haul,economy,1,1430,0.3002,1.9,429.286,0.429286,Scope 3,Cat 6 — Business travel,SAP travel booking export,16353.32,0.8811,0,2024
TRV-0005236,Norman LLC,JFD,Healthcare,2024-01-22,1,1,NBO,KIS,short_haul,economy,4,2693,0.3002,1.9,3233.754,3.233754,Scope 3,Cat 6 — Business travel,SAP travel booking export,71197.17,0.9146,0,2024
