gps_record_id,fuel_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,gps_km_logged,fuel_declared_l,expected_fuel_l,delta_fuel_l,cross_validation,match_confidence,anomaly_flag,anomaly_type
GPS-0012652,FC-0012652,Phillips-Scott,QXR,QXR-4WD-008,petrol_4wd,2024-08-17,70.1,70.19,70.42,-0.23,pass,0.9785,0,clean
GPS-0009827,FC-0009827,Kemp and Sons,QTD,QTD-CAR-007,petrol_saloon,2024-05-14,25.0,24.19,24.75,-0.56,pass,0.9762,0,clean
GPS-0005169,FC-0005169,Williamson Fisher and Tyler,NFS,NFS-CAR-003,petrol_saloon,2024-06-19,43.4,41.8,41.97,-0.17,pass,0.9777,0,clean
GPS-0012232,FC-0012232,Ryan-Morris,FZG,FZG-TRK-015,diesel_truck,2024-03-21,86.0,91.28,90.43,0.85,pass,0.9497,0,clean
GPS-0003925,FC-0003925,Walters-Tucker,SGJ,SGJ-VAN-012,diesel_van,2024-10-11,9.2,9.33,9.38,-0.05,pass,0.9793,0,clean
GPS-0013524,FC-0013524,Shaw Taylor and Gallagher,ZUB,ZUB-MTR-003,petrol_bike,2024-01-27,13.0,12.98,13.04,-0.06,pass,0.961,0,clean
GPS-0013358,FC-0013358,Collier Bolton and Winter,PNS,PNS-SUV-002,petrol_suv,2024-10-28,52.0,50.54,51.62,-1.08,pass,0.9307,0,clean
GPS-0009345,FC-0009345,Fletcher-Lloyd,DKL,DKL-TRK-012,diesel_truck,2024-04-01,79.3,77.24,80.65,-3.41,pass,0.981,0,clean
GPS-0007752,FC-0007752,Cameron Smith and Lloyd,USY,USY-SUV-008,petrol_suv,2024-07-07,39.6,38.98,37.75,1.23,pass,0.9459,0,clean
GPS-0004136,FC-0004136,Kennedy PLC,VHX,VHX-4WD-003,petrol_4wd,2024-03-03,6.7,6.66,6.89,-0.23,pass,0.9777,0,clean
GPS-0007209,FC-0007209,Burgess Connolly and Butler,MNA,MNA-CAR-002,petrol_saloon,2024-12-06,40.5,42.22,41.05,1.17,pass,0.9357,0,clean
GPS-0012882,FC-0012882,Moore Davies and Smith,TOT,TOT-4WD-004,petrol_4wd,2024-07-27,20.2,21.38,21.21,0.17,pass,0.9352,0,clean
GPS-0006986,FC-0006986,Gough Kirby and Quinn,FMW,FMW-SUV-018,petrol_suv,2024-03-21,47.6,49.82,49.72,0.1,pass,0.9699,0,clean
GPS-0007381,FC-0007381,Austin-Thompson,DDP,DDP-CAR-003,petrol_saloon,2024-12-13,12.1,12.42,12.53,-0.11,pass,0.9474,0,clean
GPS-0008297,FC-0008297,Andrews Inc,SSO,SSO-4WD-004,petrol_4wd,2024-08-11,66.0,66.26,64.56,1.7,pass,0.9576,0,clean
GPS-0013936,FC-0013936,Chandler-Rose,EVZ,EVZ-CAR-027,petrol_saloon,2024-09-20,40.1,39.6,38.53,1.07,pass,0.9838,0,clean
GPS-0001096,FC-0001096,Hodgson Ahmed and Higgins,NID,NID-MTR-003,petrol_bike,2024-03-24,4.1,4.14,4.23,-0.09,pass,0.9848,0,clean
GPS-0013484,FC-0013484,Read Woods and Warren,FIM,FIM-TRK-002,diesel_truck,2024-04-17,47.7,46.98,48.01,-1.03,pass,0.9407,0,clean
GPS-0010358,FC-0010358,White and Sons,SJZ,SJZ-4WD-002,petrol_4wd,2024-06-23,5.5,6.03,5.75,0.28,pass,0.9438,0,clean
GPS-0013802,FC-0013802,McDonald Lewis and Dobson,CRW,CRW-SUV-010,petrol_suv,2024-09-10,23.7,23.98,23.3,0.68,pass,0.9501,0,clean
GPS-0005605,FC-0005605,Evans-Walker,VKM,VKM-TRK-016,diesel_truck,2024-03-01,109.2,107.73,111.21,-3.48,pass,0.9489,0,clean
GPS-0006446,FC-0006446,Clayton Johnston and John,BIJ,BIJ-SUV-001,petrol_suv,2024-06-21,14.4,14.54,14.41,0.13,pass,0.9728,0,clean
GPS-0002642,FC-0002642,Bell Day and Martin,PJJ,PJJ-TRK-003,diesel_truck,2024-07-04,109.4,109.66,109.16,0.5,pass,0.9391,0,clean
GPS-0001195,FC-0001195,Allan Scott and Johnson,GCD,GCD-TRK-023,diesel_truck,2024-03-31,151.1,142.85,145.71,-2.86,pass,0.9533,0,clean
GPS-0009847,FC-0009847,Kemp and Sons,QTD,QTD-TRK-023,diesel_truck,2024-10-20,107.9,104.83,103.55,1.28,pass,0.9618,0,clean
GPS-0009561,FC-0009561,Harvey-Holland,XWM,XWM-VAN-026,diesel_van,2024-08-28,41.7,44.18,43.36,0.82,pass,0.9897,0,clean
GPS-0003168,FC-0003168,Griffiths James and Morris,ULJ,ULJ-CAR-008,petrol_saloon,2024-02-03,11.2,11.27,11.53,-0.26,pass,0.9401,0,clean
GPS-0007034,FC-0007034,Wilson Robinson and Walker,CIP,CIP-BUS-004,diesel_bus,2024-03-29,81.3,79.72,79.5,0.22,pass,0.9318,0,clean
GPS-0002535,FC-0002535,Evans-Wheeler,PQC,PQC-LPG-008,lpg_van,2024-07-05,61.9,62.61,60.73,1.88,pass,0.9585,0,clean
GPS-0002299,FC-0002299,Taylor Craig and Matthews,MUS,MUS-BUS-008,diesel_bus,2024-01-15,7.8,7.76,7.82,-0.06,pass,0.9325,0,clean
GPS-0010301,FC-0010301,Power-Clark,NSQ,NSQ-VAN-004,diesel_van,2024-03-25,30.0,29.43,30.96,-1.53,pass,0.9889,0,clean
GPS-0009049,FC-0009049,Morgan Ltd,QTA,QTA-CAR-012,petrol_saloon,2024-05-08,21.6,22.61,21.79,0.82,pass,0.9716,0,clean
GPS-0003401,FC-0003401,Smith-Williamson,QQK,QQK-CAR-014,petrol_saloon,2024-07-13,5.2,5.08,5.12,-0.04,pass,0.9373,0,clean
GPS-0014601,FC-0014601,Dixon-Goddard,BFN,BFN-SUV-025,petrol_suv,2024-10-10,64.3,60.12,61.67,-1.55,pass,0.9792,0,clean
GPS-0000378,FC-0000378,Andrews Edwards and George,RYN,RYN-MTR-002,petrol_bike,2024-11-29,9.3,9.35,9.8,-0.45,pass,0.9399,0,clean
GPS-0001539,FC-0001539,Jones Davison and Edwards,IMJ,IMJ-4WD-005,petrol_4wd,2024-12-08,56.0,55.32,55.42,-0.1,pass,0.982,0,clean
GPS-0011790,FC-0011790,Graham Group,ZOY,ZOY-SUV-010,petrol_suv,2024-04-11,6.5,6.92,6.65,0.27,pass,0.9791,0,clean
GPS-0009523,FC-0009523,Andrews-Phillips,PRA,PRA-CAR-022,petrol_saloon,2024-05-02,8.1,7.77,8.07,-0.3,pass,0.9465,0,clean
GPS-0007859,FC-0007859,Watkins Davies and Browne,JOU,JOU-SUV-011,petrol_suv,2024-12-11,45.8,44.49,46.23,-1.74,pass,0.9421,0,clean
GPS-0009521,FC-0009521,Andrews-Phillips,PRA,PRA-CAR-032,petrol_saloon,2024-02-14,26.7,24.99,25.87,-0.88,pass,0.983,0,clean
GPS-0009214,FC-0009214,Atkins-Williams,CUT,CUT-CAR-004,petrol_saloon,2024-01-04,37.5,36.94,36.62,0.32,pass,0.9527,0,clean
GPS-0012517,FC-0012517,Powell-Moore,BQR,BQR-SUV-004,petrol_suv,2024-10-20,8.2,7.92,7.8,0.12,pass,0.963,0,clean
GPS-0008394,FC-0008394,Thompson Ali and Bond,CRB,CRB-SUV-007,petrol_suv,2024-02-10,7.0,7.08,7.15,-0.07,pass,0.9589,0,clean
GPS-0010886,FC-0010886,Brown and Sons,JDS,JDS-CAR-021,petrol_saloon,2024-08-22,16.3,15.08,15.72,-0.64,pass,0.9555,0,clean
GPS-0002019,FC-0002019,Martin Group,CBO,CBO-CAR-003,petrol_saloon,2024-03-13,5.3,5.59,5.47,0.12,pass,0.9303,0,clean
GPS-0002898,FC-0002898,Ashton Group,GHH,GHH-4WD-014,petrol_4wd,2024-10-23,13.4,12.46,12.97,-0.51,pass,0.9365,0,clean
GPS-0006862,FC-0006862,Kirk Edwards and Shaw,KLP,KLP-VAN-009,diesel_van,2024-10-18,33.2,34.48,32.85,1.63,pass,0.9537,0,clean
GPS-0010377,FC-0010377,White and Sons,SJZ,SJZ-CAR-013,petrol_saloon,2024-03-30,28.0,28.13,29.26,-1.13,pass,0.9686,0,clean
GPS-0001441,FC-0001441,Charlton Ltd,LLI,LLI-TRK-013,diesel_truck,2024-01-23,70.9,77.87,74.37,3.5,pass,0.9534,0,clean
GPS-0002092,FC-0002092,Wall and Sons,SNJ,SNJ-TRK-007,diesel_truck,2024-01-02,148.9,148.92,147.19,1.73,pass,0.9326,0,clean
GPS-0011733,FC-0011733,Begum Scott and Waters,MOT,MOT-SUV-004,petrol_suv,2024-06-16,38.1,38.58,39.32,-0.74,pass,0.9567,0,clean
GPS-0010496,FC-0010496,Allen Osborne and Byrne,LSX,LSX-VAN-010,diesel_van,2024-03-17,46.7,47.01,45.36,1.65,pass,0.9546,0,clean
GPS-0015040,FC-0015040,Pearson-Hammond,XDJ,XDJ-CAR-002,petrol_saloon,2024-10-21,13.8,12.86,13.53,-0.67,pass,0.9532,0,clean
GPS-0015038,FC-0015038,Pearson-Hammond,XDJ,XDJ-4WD-008,petrol_4wd,2024-11-30,26.6,26.31,25.95,0.36,pass,0.9694,0,clean
GPS-0004808,FC-0004808,Armstrong Group,FHY,FHY-SUV-010,petrol_suv,2024-03-21,49.9,49.68,51.91,-2.23,pass,0.937,0,clean
GPS-0004040,FC-0004040,Finch Group,GGM,GGM-LPG-006,lpg_van,2024-08-06,55.9,55.58,53.69,1.89,pass,0.9486,0,clean
GPS-0014300,FC-0014300,Glover-Thomas,VAP,VAP-CAR-001,petrol_saloon,2024-10-05,36.2,36.4,36.35,0.05,pass,0.9898,0,clean
GPS-0002043,FC-0002043,Oliver Hodgson and Hughes,YFZ,YFZ-TRK-006,diesel_truck,2024-12-28,61.6,59.61,61.39,-1.78,pass,0.9853,0,clean
GPS-0014914,FC-0014914,Jones Ltd,ONE,ONE-CNG-006,cng_van,2024-02-26,6.1,6.04,6.27,-0.23,pass,0.9513,0,clean
GPS-0007114,FC-0007114,Jones-James,PKN,PKN-MTR-020,petrol_bike,2024-03-03,20.7,14.7,19.75,-5.05,pass,0.9643,0,clean
GPS-0011495,FC-0011495,Robinson-Ford,LOY,LOY-4WD-008,petrol_4wd,2024-03-30,54.2,53.85,53.01,0.84,pass,0.9318,0,clean
GPS-0006542,FC-0006542,Ryan LLC,YNQ,YNQ-VAN-022,diesel_van,2024-04-02,52.1,51.69,49.7,1.99,pass,0.985,0,clean
GPS-0012507,FC-0012507,Jackson and Sons,LWT,LWT-4WD-001,petrol_4wd,2024-01-03,16.8,16.57,17.02,-0.45,pass,0.9836,0,clean
GPS-0011279,FC-0011279,Roberts-Stewart,RHK,RHK-CAR-001,petrol_saloon,2024-07-11,11.6,10.79,11.12,-0.33,pass,0.9873,0,clean
GPS-0005122,FC-0005122,Ward Inc,HHU,HHU-BUS-002,diesel_bus,2024-05-17,66.5,65.43,64.89,0.54,pass,0.9785,0,clean
GPS-0008529,FC-0008529,Bradley-Lambert,OML,OML-4WD-003,petrol_4wd,2024-11-23,18.2,18.47,18.59,-0.12,pass,0.9421,0,clean
GPS-0002536,FC-0002536,Evans-Wheeler,PQC,PQC-CAR-026,petrol_saloon,2024-11-16,14.8,15.34,14.93,0.41,pass,0.9597,0,clean
GPS-0004545,FC-0004545,Knight-Khan,HXL,HXL-CAR-014,petrol_saloon,2024-05-12,3.7,3.78,3.85,-0.07,pass,0.9581,0,clean
GPS-0002501,FC-0002501,Green-Stanley,NXH,NXH-BUS-014,diesel_bus,2024-10-02,12.6,11.9,12.43,-0.53,pass,0.969,0,clean
GPS-0012864,FC-0012864,Riley-Harris,GNP,GNP-4WD-009,petrol_4wd,2024-03-24,32.7,33.37,33.12,0.25,pass,0.9886,0,clean
GPS-0009685,FC-0009685,Hobbs Group,ZUX,ZUX-SUV-010,petrol_suv,2024-03-23,20.3,19.95,19.91,0.04,pass,0.9808,0,clean
GPS-0013987,FC-0013987,Begum Birch and Herbert,AWJ,AWJ-CAR-002,petrol_saloon,2024-05-15,4.2,4.16,4.08,0.08,pass,0.9654,0,clean
GPS-0001578,FC-0001578,Wade Inc,CZK,CZK-MTR-015,petrol_bike,2024-11-01,15.5,14.7,15.38,-0.68,pass,0.9673,0,clean
GPS-0005613,FC-0005613,Evans-Walker,VKM,VKM-4WD-005,petrol_4wd,2024-11-30,22.2,21.62,21.89,-0.27,pass,0.963,0,clean
GPS-0002906,FC-0002906,Ashton Group,GHH,GHH-CAR-015,petrol_saloon,2024-01-08,29.7,29.74,30.31,-0.57,pass,0.9766,0,clean
GPS-0000626,FC-0000626,Wright Group,CVA,CVA-CAR-002,petrol_saloon,2024-04-16,41.4,40.28,41.18,-0.9,pass,0.9438,0,clean
GPS-0008970,FC-0008970,Walker Inc,QMI,QMI-CAR-014,petrol_saloon,2024-02-01,43.5,44.86,43.09,1.77,pass,0.9819,0,clean
GPS-0010284,FC-0010284,Power-Clark,NSQ,NSQ-SUV-008,petrol_suv,2024-07-25,11.6,10.73,11.25,-0.52,pass,0.9854,0,clean
GPS-0003094,FC-0003094,Williams-Edwards,LTC,LTC-CAR-022,petrol_saloon,2024-11-19,7.9,7.48,7.59,-0.11,pass,0.9371,0,clean
GPS-0012751,FC-0012751,Wright-Reid,SND,SND-TRK-011,diesel_truck,2024-02-07,103.5,103.74,103.18,0.56,pass,0.9648,0,clean
GPS-0009034,FC-0009034,Lucas Coleman and Morton,BYH,BYH-TRK-026,diesel_truck,2024-07-26,135.3,140.04,139.86,0.18,pass,0.9561,0,clean
GPS-0005112,FC-0005112,Ward Inc,HHU,HHU-TRK-012,diesel_truck,2024-01-22,57.9,56.35,57.52,-1.17,pass,0.9602,0,clean
GPS-0011016,FC-0011016,Parsons-Cook,AIA,AIA-CAR-017,petrol_saloon,2024-05-31,30.7,29.59,30.68,-1.09,pass,0.9685,0,clean
GPS-0011332,FC-0011332,Benson-Lee,VWW,VWW-MTR-017,petrol_bike,2024-07-20,10.5,10.75,10.66,0.09,pass,0.968,0,clean
GPS-0001530,FC-0001530,Powell Ltd,UCB,UCB-CAR-024,petrol_saloon,2024-07-22,10.3,9.65,9.95,-0.3,pass,0.9544,0,clean
GPS-0012716,FC-0012716,Warren-Morris,CYF,CYF-SUV-005,petrol_suv,2024-04-19,21.6,20.32,20.96,-0.64,pass,0.9784,0,clean
GPS-0007813,FC-0007813,Brown-Young,UNB,UNB-MTR-008,petrol_bike,2024-01-08,5.6,5.95,5.73,0.22,pass,0.9808,0,clean
GPS-0004754,FC-0004754,Douglas-Hughes,WJH,WJH-TRK-009,diesel_truck,2024-12-30,101.7,100.53,102.13,-1.6,pass,0.9629,0,clean
GPS-0010258,FC-0010258,Howard LLC,ZQP,ZQP-CAR-003,petrol_saloon,2024-06-02,31.1,28.78,29.71,-0.93,pass,0.9445,0,clean
GPS-0010681,FC-0010681,Miller Inc,BGY,BGY-VAN-011,diesel_van,2024-04-09,21.0,21.38,22.12,-0.74,pass,0.9302,0,clean
GPS-0006104,FC-0006104,Jones LLC,XAG,XAG-VAN-005,diesel_van,2024-03-01,25.9,24.1,25.21,-1.11,pass,0.967,0,clean
GPS-0004540,FC-0004540,Knight-Khan,HXL,HXL-CAR-003,petrol_saloon,2024-09-27,7.4,7.58,7.49,0.09,pass,0.9362,0,clean
GPS-0014605,FC-0014605,Dixon-Goddard,BFN,BFN-SUV-013,petrol_suv,2024-06-16,45.9,47.16,46.23,0.93,pass,0.9746,0,clean
GPS-0006853,FC-0006853,Kirk Edwards and Shaw,KLP,KLP-VAN-002,diesel_van,2024-03-28,53.9,57.95,55.64,2.31,pass,0.9875,0,clean
GPS-0002704,FC-0002704,Smith-White,FAV,FAV-SUV-020,petrol_suv,2024-08-22,30.4,30.05,31.15,-1.1,pass,0.9792,0,clean
GPS-0010666,FC-0010666,Miller Inc,BGY,BGY-TRK-014,diesel_truck,2024-12-29,93.2,95.83,91.32,4.51,pass,0.941,0,clean
GPS-0008652,FC-0008652,Kennedy Ltd,AJX,AJX-SUV-009,petrol_suv,2024-03-28,65.1,64.01,63.91,0.1,pass,0.9497,0,clean
GPS-0003223,FC-0003223,Lawson Inc,FTP,FTP-SUV-013,petrol_suv,2024-12-16,6.3,5.99,6.17,-0.18,pass,0.9774,0,clean
GPS-0002629,FC-0002629,Bell Day and Martin,PJJ,PJJ-TRK-003,diesel_truck,2024-12-23,56.6,55.16,56.3,-1.14,pass,0.986,0,clean
GPS-0000848,FC-0000848,Jennings Norman and Nicholls,UIV,UIV-MTR-011,petrol_bike,2024-12-09,12.6,11.49,12.03,-0.54,pass,0.9533,0,clean
GPS-0011841,FC-0011841,Greenwood Inc,VTC,VTC-MTR-001,petrol_bike,2024-08-05,12.3,11.63,12.06,-0.43,pass,0.9593,0,clean
GPS-0006305,FC-0006305,Faulkner and Sons,OMJ,OMJ-CAR-012,petrol_saloon,2024-07-04,32.7,33.9,33.91,-0.01,pass,0.9407,0,clean
GPS-0009718,FC-0009718,Hobbs Group,ZUX,ZUX-TRK-017,diesel_truck,2024-08-08,40.3,39.82,40.44,-0.62,pass,0.9528,0,clean
GPS-0002481,FC-0002481,Green-Stanley,NXH,NXH-4WD-002,petrol_4wd,2024-08-25,42.7,41.09,40.8,0.29,pass,0.9354,0,clean
GPS-0008804,FC-0008804,Higgins Inc,UMD,UMD-CAR-019,petrol_saloon,2024-08-10,29.7,29.2,29.96,-0.76,pass,0.9467,0,clean
GPS-0001515,FC-0001515,Powell Ltd,UCB,UCB-VAN-010,diesel_van,2024-12-12,4.9,5.23,5.1,0.13,pass,0.9307,0,clean
GPS-0008562,FC-0008562,Lane-Saunders,XFS,XFS-TRK-016,diesel_truck,2024-02-23,74.2,75.43,72.65,2.78,pass,0.974,0,clean
GPS-0013909,FC-0013909,Chandler-Rose,EVZ,EVZ-TRK-018,diesel_truck,2024-10-29,60.7,59.43,62.28,-2.85,pass,0.9817,0,clean
GPS-0013309,FC-0013309,Evans PLC,XCC,XCC-LPG-026,lpg_van,2024-05-02,64.8,61.63,61.95,-0.32,pass,0.9373,0,clean
GPS-0003769,FC-0003769,Lowe-Power,QSJ,QSJ-CAR-008,petrol_saloon,2024-05-27,37.9,40.54,38.66,1.88,pass,0.9459,0,clean
GPS-0014913,FC-0014913,Jones Ltd,ONE,ONE-TRK-007,diesel_truck,2024-12-08,13.9,14.74,14.14,0.6,pass,0.9661,0,clean
GPS-0011600,FC-0011600,Wright Kennedy and Hudson,SGJ,SGJ-SUV-007,petrol_suv,2024-11-27,10.6,10.11,10.44,-0.33,pass,0.9647,0,clean
GPS-0012433,FC-0012433,Edwards McCarthy and Edwards,OCD,OCD-SUV-011,petrol_suv,2024-12-23,20.2,20.19,19.87,0.32,pass,0.9865,0,clean
GPS-0002446,FC-0002446,Evans Group,OYQ,OYQ-CAR-003,petrol_saloon,2024-06-19,18.8,18.68,18.53,0.15,pass,0.9825,0,clean
GPS-0011468,FC-0011468,Marshall Robinson and Kaur,TFD,TFD-4WD-002,petrol_4wd,2024-02-20,68.9,68.76,70.44,-1.68,pass,0.9867,0,clean
GPS-0005067,FC-0005067,Sinclair Group,QCN,QCN-MTR-017,petrol_bike,2024-01-12,9.7,9.18,9.48,-0.3,pass,0.9493,0,clean
GPS-0000842,FC-0000842,Jennings Norman and Nicholls,UIV,UIV-4WD-002,petrol_4wd,2024-04-13,54.7,52.67,54.81,-2.14,pass,0.9571,0,clean
GPS-0001218,FC-0001218,Parker LLC,YXV,YXV-LPG-006,lpg_van,2024-11-16,8.7,8.54,8.74,-0.2,pass,0.9619,0,clean
GPS-0005920,FC-0005920,French-Bird,KOR,KOR-MTR-015,petrol_bike,2024-06-01,6.8,6.74,6.92,-0.18,pass,0.9683,0,clean
