commute_record_id,company_name,nse_code,sector,employee_id,county_residence,commute_mode,one_way_km,working_days_pa,annual_commute_km,ef_kgco2e_per_km,emission_kgco2e,emission_tco2e,scope,category,data_source,survey_year,anomaly_flag,fy_year
CMT-0008219,Riley and Sons,KJA,Construction,EMP-KJA-08219,Embu,private_car,18.5,221,8177.0,0.17,1390.09,1.39009,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013560,Evans Simmons and Hill,EFC,Hospitality,EMP-EFC-13560,Nairobi,private_car,25.7,184,9457.6,0.17,1607.792,1.607792,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014383,Gibson Mills and Chadwick,HTY,Agriculture,EMP-HTY-14383,Nairobi,matatu_14seater,31.9,190,12122.0,0.089,1078.858,1.078858,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0011821,Preston-Miller,NYQ,Logistics,EMP-NYQ-11821,Kisumu,matatu_14seater,16.6,227,7536.4,0.089,670.74,0.67074,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002341,Macdonald-Vincent,PSJ,Retail & FMCG,EMP-PSJ-02341,Mombasa,taxi_cab,22.4,160,7168.0,0.17,1218.56,1.21856,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014724,Vaughan Elliott and Day,RMM,Telecommunications,EMP-RMM-14724,Nairobi,tuk_tuk,7.4,204,3019.2,0.095,286.824,0.286824,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012502,Smith Austin and Smith,DWD,Healthcare,EMP-DWD-12502,Mombasa,matatu_14seater,23.0,206,9476.0,0.089,843.364,0.843364,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005456,Palmer and Sons,CAW,Healthcare,EMP-CAW-05456,Kisii,private_car,19.5,199,7761.0,0.17,1319.37,1.31937,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001759,Thompson Ltd,PNC,Education,EMP-PNC-01759,Meru,private_car,32.7,232,15172.8,0.17,2579.376,2.579376,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007681,Mitchell-Jennings,TEU,Logistics,EMP-TEU-07681,Nairobi,private_car,20.2,215,8686.0,0.17,1476.62,1.47662,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013896,Evans-Russell,OBV,Telecommunications,EMP-OBV-13896,Machakos,matatu_14seater,29.4,191,11230.8,0.089,999.541,0.999541,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007195,Owen-Richardson,CPV,Technology,EMP-CPV-07195,Machakos,private_car,26.1,247,12893.4,0.17,2191.878,2.191878,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001308,Daly Cooper and Davies,DGM,Insurance,EMP-DGM-01308,Kakamega,boda_boda,12.0,187,4488.0,0.113,507.144,0.507144,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012604,Hooper-Chapman,JGI,Education,EMP-JGI-12604,Nyeri,matatu_14seater,12.0,194,4656.0,0.089,414.384,0.414384,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002385,Allen Ltd,DRV,Agriculture,EMP-DRV-02385,Nyeri,matatu_14seater,13.5,228,6156.0,0.089,547.884,0.547884,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0010663,Lewis and Sons,RLG,Technology,EMP-RLG-10663,Kitui,company_bus,47.8,225,21510.0,0.029,623.79,0.62379,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008172,Riley and Sons,KJA,Construction,EMP-KJA-08172,Kisumu,walk_or_cycle,3.6,191,1375.2,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013600,Cook-Pugh,FLS,Construction,EMP-FLS-13600,Eldoret,private_car,23.5,215,10105.0,0.17,1717.85,1.71785,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0009399,Shaw Inc,CEH,Hospitality,EMP-CEH-09399,Garissa,tuk_tuk,14.2,163,4629.2,0.095,439.774,0.439774,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012062,Edwards-Davies,UHU,Manufacturing,EMP-UHU-12062,Thika,matatu_14seater,23.5,221,10387.0,0.089,924.443,0.924443,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013979,Johnson Russell and Baldwin,JFW,Technology,EMP-JFW-13979,Machakos,taxi_cab,20.9,231,9655.8,0.17,1641.486,1.641486,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007882,Dunn LLC,MLH,Energy & Petroleum,EMP-MLH-07882,Kilifi,boda_boda,6.4,220,2816.0,0.113,318.208,0.318208,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0004912,Powell Shaw and Gardner,GRC,Banking & Finance,EMP-GRC-04912,Garissa,matatu_14seater,25.4,221,11226.8,0.089,999.185,0.999185,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0009864,Ashton Lewis and Murphy,NZV,Construction,EMP-NZV-09864,Nairobi,walk_or_cycle,2.4,237,1137.6,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012749,Bull O'Connor and Hill,UNJ,Construction,EMP-UNJ-12749,Nairobi,matatu_14seater,15.7,233,7316.2,0.089,651.142,0.651142,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002535,Webb and Sons,UGP,Manufacturing,EMP-UGP-02535,Nyeri,private_car,38.7,177,13699.8,0.17,2328.966,2.328966,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0003503,Griffiths Group,EBC,Real Estate,EMP-EBC-03503,Nairobi,boda_boda,16.5,230,7590.0,0.113,857.67,0.85767,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012327,Cox Smith and Bradley,MHD,Healthcare,EMP-MHD-12327,Nyeri,private_car,18.3,164,6002.4,0.17,1020.408,1.020408,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0000378,Banks and Sons,MXC,Logistics,EMP-MXC-00378,Kisumu,walk_or_cycle,4.2,238,1999.2,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0010102,Lee-Taylor,EYG,Education,EMP-EYG-10102,Meru,private_car,20.7,235,9729.0,0.17,1653.93,1.65393,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002491,Webb and Sons,UGP,Manufacturing,EMP-UGP-02491,Kitui,matatu_14seater,25.7,224,11513.6,0.089,1024.71,1.02471,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0003502,Griffiths Group,EBC,Real Estate,EMP-EBC-03502,Machakos,private_car,32.9,172,11317.6,0.17,1923.992,1.923992,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014663,Howe LLC,JNX,Manufacturing,EMP-JNX-14663,Nyeri,boda_boda,16.0,162,5184.0,0.113,585.792,0.585792,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005264,Gordon-Rhodes,PRA,Education,EMP-PRA-05264,Kisii,private_car,29.2,240,14016.0,0.17,2382.72,2.38272,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007551,Kelly-Evans,HNA,Retail & FMCG,EMP-HNA-07551,Nairobi,matatu_14seater,27.6,219,12088.8,0.089,1075.903,1.075903,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008243,Chambers and Sons,PHK,Real Estate,EMP-PHK-08243,Embu,company_bus,31.4,160,10048.0,0.029,291.392,0.291392,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001966,Potter Inc,DLX,Insurance,EMP-DLX-01966,Kakamega,train_sgr,52.2,189,19731.6,0.021,414.364,0.414364,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002443,Burns Carey and Bond,VRQ,Technology,EMP-VRQ-02443,Kisumu,tuk_tuk,12.0,189,4536.0,0.095,430.92,0.43092,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002534,Webb and Sons,UGP,Manufacturing,EMP-UGP-02534,Nairobi,taxi_cab,15.9,246,7822.8,0.17,1329.876,1.329876,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001430,Richardson-Thomas,ZDV,Telecommunications,EMP-ZDV-01430,Embu,private_car,26.9,229,12320.2,0.17,2094.434,2.094434,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005608,Fraser Cook and Butler,VQG,Media,EMP-VQG-05608,Thika,walk_or_cycle,5.0,203,2030.0,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0004853,Fry-Taylor,SQA,Telecommunications,EMP-SQA-04853,Mombasa,private_car,13.0,237,6162.0,0.17,1047.54,1.04754,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0003094,Khan LLC,ZAX,Banking & Finance,EMP-ZAX-03094,Nakuru,matatu_14seater,18.4,242,8905.6,0.089,792.598,0.792598,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0009132,Woods Anderson and Jones,FIV,Construction,EMP-FIV-09132,Kilifi,boda_boda,9.7,163,3162.2,0.113,357.329,0.357329,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012826,Day Ltd,QJN,Insurance,EMP-QJN-12826,Kilifi,private_car,14.3,199,5691.4,0.17,967.538,0.967538,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008590,Hooper-Hill,YZA,Real Estate,EMP-YZA-08590,Mombasa,train_sgr,25.9,182,9427.6,0.021,197.98,0.19798,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013387,Cameron Walker and White,EWK,Agriculture,EMP-EWK-13387,Kisumu,matatu_14seater,22.0,235,10340.0,0.089,920.26,0.92026,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0004011,Taylor PLC,ISZ,Agriculture,EMP-ISZ-04011,Kisumu,matatu_14seater,16.7,165,5511.0,0.089,490.479,0.490479,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002092,Harrison-Bradshaw,KXM,Retail & FMCG,EMP-KXM-02092,Kisii,tuk_tuk,5.9,227,2678.6,0.095,254.467,0.254467,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0009762,Smith PLC,AGM,Logistics,EMP-AGM-09762,Kilifi,matatu_14seater,9.1,177,3221.4,0.089,286.705,0.286705,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0011996,Rees and Sons,YRG,Manufacturing,EMP-YRG-11996,Kisii,taxi_cab,19.5,218,8502.0,0.17,1445.34,1.44534,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012650,Sinclair King and Gilbert,MWQ,Insurance,EMP-MWQ-12650,Kilifi,boda_boda,17.2,247,8496.8,0.113,960.138,0.960138,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0015169,Bailey Morgan and Kelly,BFH,Retail & FMCG,EMP-BFH-15169,Mombasa,tuk_tuk,6.0,184,2208.0,0.095,209.76,0.20976,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0000989,Ward LLC,NCX,Telecommunications,EMP-NCX-00989,Thika,matatu_14seater,12.9,227,5856.6,0.089,521.237,0.521237,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008377,Collins Group,XBO,Manufacturing,EMP-XBO-08377,Garissa,private_car,36.8,216,15897.6,0.17,2702.592,2.702592,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001510,Hall-Simpson,BKE,Logistics,EMP-BKE-01510,Nairobi,taxi_cab,17.4,162,5637.6,0.17,958.392,0.958392,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001611,Brown-Wells,WAQ,Banking & Finance,EMP-WAQ-01611,Kisumu,train_sgr,39.9,214,17077.2,0.021,358.621,0.358621,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005698,Miller and Sons,ZHO,Telecommunications,EMP-ZHO-05698,Thika,walk_or_cycle,3.7,236,1746.4,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008652,Smith Grant and King,OYX,Energy & Petroleum,EMP-OYX-08652,Nakuru,boda_boda,12.7,181,4597.4,0.113,519.506,0.519506,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0006749,Sutton-Bailey,NHC,Construction,EMP-NHC-06749,Machakos,boda_boda,8.2,224,3673.6,0.113,415.117,0.415117,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014545,Burke Freeman and Francis,XYH,Construction,EMP-XYH-14545,Nairobi,company_bus,18.0,218,7848.0,0.029,227.592,0.227592,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005001,Murphy Inc,EEK,Telecommunications,EMP-EEK-05001,Kitui,matatu_14seater,9.8,227,4449.2,0.089,395.979,0.395979,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013369,Wade PLC,RNI,Manufacturing,EMP-RNI-13369,Garissa,matatu_14seater,25.1,208,10441.6,0.089,929.302,0.929302,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002553,Evans Hunt and Murphy,AHB,Real Estate,EMP-AHB-02553,Nairobi,matatu_14seater,28.4,197,11189.6,0.089,995.874,0.995874,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001389,Wright-Burke,HPH,Banking & Finance,EMP-HPH-01389,Nyeri,company_bus,37.8,214,16178.4,0.029,469.174,0.469174,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007373,Oliver Ltd,ORI,Manufacturing,EMP-ORI-07373,Kilifi,matatu_14seater,24.3,242,11761.2,0.089,1046.747,1.046747,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012465,Smith Austin and Smith,DWD,Healthcare,EMP-DWD-12465,Nairobi,boda_boda,8.6,195,3354.0,0.113,379.002,0.379002,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0011970,Davies-Barlow,UIM,Agriculture,EMP-UIM-11970,Mombasa,matatu_14seater,12.7,213,5410.2,0.089,481.508,0.481508,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002467,Burns Carey and Bond,VRQ,Technology,EMP-VRQ-02467,Thika,private_car,35.8,207,14821.2,0.17,2519.604,2.519604,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007166,Hughes-Patel,YPL,Insurance,EMP-YPL-07166,Kilifi,matatu_14seater,19.8,199,7880.4,0.089,701.356,0.701356,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008639,Smith Group,YXG,Banking & Finance,EMP-YXG-08639,Eldoret,private_car,28.4,206,11700.8,0.17,1989.136,1.989136,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001039,Hicks-Slater,LFZ,Technology,EMP-LFZ-01039,Garissa,private_car,26.1,240,12528.0,0.17,2129.76,2.12976,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007264,Harding Walsh and Jackson,GGM,Agriculture,EMP-GGM-07264,Nairobi,boda_boda,11.9,178,4236.4,0.113,478.713,0.478713,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0007576,Heath-Smith,BME,Insurance,EMP-BME-07576,Thika,matatu_14seater,19.5,220,8580.0,0.089,763.62,0.76362,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001096,Bond PLC,BUG,Telecommunications,EMP-BUG-01096,Kakamega,company_bus,54.8,207,22687.2,0.029,657.929,0.657929,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014985,Dyer-Hale,ZAY,Manufacturing,EMP-ZAY-14985,Thika,private_car,28.9,235,13583.0,0.17,2309.11,2.30911,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0012838,Day Ltd,QJN,Insurance,EMP-QJN-12838,Meru,private_car,37.8,198,14968.8,0.17,2544.696,2.544696,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013124,Mitchell-May,HIJ,Technology,EMP-HIJ-13124,Mombasa,private_car,25.7,216,11102.4,0.17,1887.408,1.887408,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013143,Mitchell-May,HIJ,Technology,EMP-HIJ-13143,Meru,tuk_tuk,8.6,240,4128.0,0.095,392.16,0.39216,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005800,Gill-Hale,OHY,Hospitality,EMP-OHY-05800,Mombasa,boda_boda,10.1,215,4343.0,0.113,490.759,0.490759,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014867,O'Connor Hunter and Taylor,HUQ,Logistics,EMP-HUQ-14867,Machakos,boda_boda,11.7,244,5709.6,0.113,645.185,0.645185,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005477,Palmer and Sons,CAW,Healthcare,EMP-CAW-05477,Nyeri,company_bus,41.4,187,15483.6,0.029,449.024,0.449024,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0010446,Ashton-Williams,MUI,Insurance,EMP-MUI-10446,Kilifi,matatu_14seater,26.0,165,8580.0,0.089,763.62,0.76362,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0003691,Fletcher Mitchell and Thompson,USS,Education,EMP-USS-03691,Nakuru,private_car,37.2,181,13466.4,0.17,2289.288,2.289288,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002906,Watson-Burton,FCH,Logistics,EMP-FCH-02906,Garissa,company_bus,38.6,202,15594.4,0.029,452.238,0.452238,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013260,Davey-French,ADV,Retail & FMCG,EMP-ADV-13260,Nyeri,matatu_14seater,10.7,173,3702.2,0.089,329.496,0.329496,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0010136,Lee-Taylor,EYG,Education,EMP-EYG-10136,Kisii,matatu_14seater,29.1,243,14142.6,0.089,1258.691,1.258691,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0013676,Watson-Gill,NYO,Real Estate,EMP-NYO-13676,Garissa,private_car,38.4,216,16588.8,0.17,2820.096,2.820096,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0000865,Martin-Lewis,LKL,Retail & FMCG,EMP-LKL-00865,Kitui,private_car,36.8,180,13248.0,0.17,2252.16,2.25216,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0006980,Davies Gardner and Oliver,IPE,Real Estate,EMP-IPE-06980,Mombasa,private_car,28.6,161,9209.2,0.17,1565.564,1.565564,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0008716,Turner-Bailey,FZR,Banking & Finance,EMP-FZR-08716,Machakos,private_car,26.0,189,9828.0,0.17,1670.76,1.67076,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014958,Dyer-Hale,ZAY,Manufacturing,EMP-ZAY-14958,Embu,matatu_14seater,23.2,236,10950.4,0.089,974.586,0.974586,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0006541,Smith-Foster,DWN,Technology,EMP-DWN-06541,Kakamega,taxi_cab,8.9,172,3061.6,0.17,520.472,0.520472,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0010977,Fox PLC,HVF,Construction,EMP-HVF-10977,Kitui,private_car,31.2,207,12916.8,0.17,2195.856,2.195856,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0011372,Cooper Group,LDU,Media,EMP-LDU-11372,Eldoret,private_car,26.1,247,12893.4,0.17,2191.878,2.191878,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014950,Ryan-Taylor,FOI,Retail & FMCG,EMP-FOI-14950,Kisii,private_car,17.1,206,7045.2,0.17,1197.684,1.197684,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0002812,Williams Inc,MAG,Healthcare,EMP-MAG-02812,Meru,private_car,33.5,214,14338.0,0.17,2437.46,2.43746,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0005955,Banks-Fraser,UTC,Insurance,EMP-UTC-05955,Mombasa,matatu_14seater,22.9,187,8564.6,0.089,762.249,0.762249,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0004187,Fitzgerald Williams and Perry,STJ,Technology,EMP-STJ-04187,Embu,boda_boda,19.4,222,8613.6,0.113,973.337,0.973337,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0003868,Coates Cox and Brady,QKJ,Logistics,EMP-QKJ-03868,Meru,private_car,30.7,243,14920.2,0.17,2536.434,2.536434,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001747,Graham Singh and Kaur,IOX,Healthcare,EMP-IOX-01747,Nairobi,boda_boda,15.6,206,6427.2,0.113,726.274,0.726274,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0006510,Crawford Norton and Shaw,KAM,Retail & FMCG,EMP-KAM-06510,Kitui,tuk_tuk,13.5,185,4995.0,0.095,474.525,0.474525,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0001340,Brooks PLC,BJR,Energy & Petroleum,EMP-BJR-01340,Meru,walk_or_cycle,5.0,206,2060.0,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0000797,Birch-Daniels,LOI,Telecommunications,EMP-LOI-00797,Machakos,matatu_14seater,25.7,188,9663.2,0.089,860.025,0.860025,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0006996,Fisher-Jones,DYD,Construction,EMP-DYD-06996,Machakos,boda_boda,20.6,218,8981.6,0.113,1014.921,1.014921,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0000553,Tyler-Wright,SPZ,Hospitality,EMP-SPZ-00553,Kisii,walk_or_cycle,1.9,208,790.4,0.0,0.0,0.0,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0014910,Ryan-Taylor,FOI,Retail & FMCG,EMP-FOI-14910,Garissa,private_car,22.0,212,9328.0,0.17,1585.76,1.58576,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0003529,Fletcher-Barnett,HTY,Telecommunications,EMP-HTY-03529,Garissa,matatu_14seater,26.6,210,11172.0,0.089,994.308,0.994308,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
CMT-0004287,Walters-Cooper,QIV,Logistics,EMP-QIV-04287,Kilifi,private_car,37.7,227,17115.8,0.17,2909.686,2.909686,Scope 3,Cat 7 — Employee commuting,HR commute survey,2024,0,2024
